,experiment_id,strain,well,_id,sample_id,experiment_reference,lab,replicate,replicate_group,replicate_group_string,strain_name,strain_class,standard_type,control_type,media_type,inducer_type,inducer_concentration,inducer_concentration_unit,sample_contents,temperature,temperature_unit,timepoint,timepoint_unit,container_id,aliquot_id,od,fluor_gain_0.16,fluor_gain_0.16/od,dead,ungrowing,doubling_time,n0
159,r1dw646fd4qxya,B_subtilis_LG371,d3,5bee125189f10442ca0f7eb3,sample.transcriptic.aq1dw7gywvzbf57.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,transcriptic,6,1f7e80be05f5cb821779f1e260c91c44cb3c0a13,"B_subtilis_LG371 | 30.0 | [18.0] | {""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,Experiment,,,Modified M9 Media,,0.0,,['Modified M9 Media|NA|NA'],30.0,celsius,18.0,hour,ct1dw646ft2hrvp,aq1dw7gywvzbf57,0.3838405342847006,6.195541938723858,16.140929999999997,False,False,,
160,r1dw646fd4qxya,B_subtilis_LG371,d3,5bee125189f10442ca0f7eb3,sample.transcriptic.aq1dw7h2g446273.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,transcriptic,3,7d65ccae5a93a1bf298ef5c27f050cd055a76846,"B_subtilis_LG371 | 30.0 | [30.0] | {""Cuminic Acid + IPTG"": [1.0], ""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,Experiment,,,Modified M9 Media,Cuminic Acid + IPTG,1.0,mM,"['Cuminic Acid + IPTG|1.0|mM', 'Modified M9 Media|NA|NA']",30.0,celsius,30.0,hour,ct1dw646fstqk4g,aq1dw7h2g446273,0.17049943740578652,18.157917590694545,106.4984,False,False,,
161,r1dw646fd4qxya,B_subtilis_LG371,d3,5bee125189f10442ca0f7eb3,sample.transcriptic.aq1dw7h8fkbegcj.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,transcriptic,3,b185b8f380b4ec980548b631c542b3dbff49c9ef,"B_subtilis_LG371 | 30.0 | [42.0] | {""Cuminic Acid + IPTG"": [1.0], ""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,Experiment,,,Modified M9 Media,Cuminic Acid + IPTG,1.0,mM,"['Cuminic Acid + IPTG|1.0|mM', 'Modified M9 Media|NA|NA']",30.0,celsius,42.0,hour,ct1dw646ftjehq5,aq1dw7h8fkbegcj,0.5124738847374186,125.68873182613659,245.2588,False,False,,
162,r1dw646fd4qxya,B_subtilis_LG371,d4,5bee125189f10442ca0f7eb3,sample.transcriptic.aq1dw7gyww6zesb.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,transcriptic,7,1f7e80be05f5cb821779f1e260c91c44cb3c0a13,"B_subtilis_LG371 | 30.0 | [18.0] | {""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,Experiment,,,Modified M9 Media,,0.0,,['Modified M9 Media|NA|NA'],30.0,celsius,18.0,hour,ct1dw646ft2hrvp,aq1dw7gyww6zesb,0.32912392683898584,3.9126271570171087,11.888010000000001,False,False,,
163,r1dw646fd4qxya,B_subtilis_LG371,d4,5bee125189f10442ca0f7eb3,sample.transcriptic.aq1dw7h2g48ptqa.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,transcriptic,4,6f95962a897869040786159e5eb1bb6b6f833e8b,"B_subtilis_LG371 | 30.0 | [30.0] | {""Cuminic Acid + IPTG"": [0.0], ""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,Experiment,,,Modified M9 Media,Cuminic Acid + IPTG,0.0,mM,"['Cuminic Acid + IPTG|0.0|mM', 'Modified M9 Media|NA|NA']",30.0,celsius,30.0,hour,ct1dw646fstqk4g,aq1dw7h2g48ptqa,0.13891448907068632,1.2159567764502552,8.75328,False,False,,
164,r1dw646fd4qxya,B_subtilis_LG371,d4,5bee125189f10442ca0f7eb3,sample.transcriptic.aq1dw7h8fkh4fzp.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,transcriptic,4,00ef49cedebd330037bc1c80b49f0cdb92ad723f,"B_subtilis_LG371 | 30.0 | [42.0] | {""Cuminic Acid + IPTG"": [0.0], ""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,Experiment,,,Modified M9 Media,Cuminic Acid + IPTG,0.0,mM,"['Cuminic Acid + IPTG|0.0|mM', 'Modified M9 Media|NA|NA']",30.0,celsius,42.0,hour,ct1dw646ftjehq5,aq1dw7h8fkh4fzp,0.5718570096089649,7.810773884372207,13.658610000000001,False,False,,
165,r1dw646fd4qxya,B_subtilis_LG371,d5,5bee125189f10442ca0f7eb3,sample.transcriptic.aq1dw7gywwbj8aj.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,transcriptic,8,1f7e80be05f5cb821779f1e260c91c44cb3c0a13,"B_subtilis_LG371 | 30.0 | [18.0] | {""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,Experiment,,,Modified M9 Media,,0.0,,['Modified M9 Media|NA|NA'],30.0,celsius,18.0,hour,ct1dw646ft2hrvp,aq1dw7gywwbj8aj,0.2968207448058521,4.650309648297227,15.667060000000001,False,False,,
166,r1dw646fd4qxya,B_subtilis_LG371,d5,5bee125189f10442ca0f7eb3,sample.transcriptic.aq1dw7h2g4ectcf.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,transcriptic,4,7d65ccae5a93a1bf298ef5c27f050cd055a76846,"B_subtilis_LG371 | 30.0 | [30.0] | {""Cuminic Acid + IPTG"": [1.0], ""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,Experiment,,,Modified M9 Media,Cuminic Acid + IPTG,1.0,mM,"['Cuminic Acid + IPTG|1.0|mM', 'Modified M9 Media|NA|NA']",30.0,celsius,30.0,hour,ct1dw646fstqk4g,aq1dw7h2g4ectcf,0.07858705254887227,7.684284151302968,97.78054,False,False,,
167,r1dw646fd4qxya,B_subtilis_LG371,d5,5bee125189f10442ca0f7eb3,sample.transcriptic.aq1dw7h8fkpsfnu.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,transcriptic,4,b185b8f380b4ec980548b631c542b3dbff49c9ef,"B_subtilis_LG371 | 30.0 | [42.0] | {""Cuminic Acid + IPTG"": [1.0], ""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,Experiment,,,Modified M9 Media,Cuminic Acid + IPTG,1.0,mM,"['Cuminic Acid + IPTG|1.0|mM', 'Modified M9 Media|NA|NA']",30.0,celsius,42.0,hour,ct1dw646ftjehq5,aq1dw7h8fkpsfnu,0.981636041215949,371.4982297699742,378.44802999999996,False,False,,
168,r1dw646fd4qxya,B_subtilis_LG371,d6,5bee125189f10442ca0f7eb3,sample.transcriptic.aq1dw7gywwh87xp.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,transcriptic,9,1f7e80be05f5cb821779f1e260c91c44cb3c0a13,"B_subtilis_LG371 | 30.0 | [18.0] | {""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,Experiment,,,Modified M9 Media,,0.0,,['Modified M9 Media|NA|NA'],30.0,celsius,18.0,hour,ct1dw646ft2hrvp,aq1dw7gywwh87xp,0.4817875120499656,8.52167123592651,17.68761,False,False,,
169,r1dw646fd4qxya,B_subtilis_LG371,d6,5bee125189f10442ca0f7eb3,sample.transcriptic.aq1dw7h2g4m2szm.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,transcriptic,5,6f95962a897869040786159e5eb1bb6b6f833e8b,"B_subtilis_LG371 | 30.0 | [30.0] | {""Cuminic Acid + IPTG"": [0.0], ""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,Experiment,,,Modified M9 Media,Cuminic Acid + IPTG,0.0,mM,"['Cuminic Acid + IPTG|0.0|mM', 'Modified M9 Media|NA|NA']",30.0,celsius,30.0,hour,ct1dw646fstqk4g,aq1dw7h2g4m2szm,0.1349816835914002,1.2360669259861523,9.15729,False,False,,
170,r1dw646fd4qxya,B_subtilis_LG371,d6,5bee125189f10442ca0f7eb3,sample.transcriptic.aq1dw7h8fkub973.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,transcriptic,5,00ef49cedebd330037bc1c80b49f0cdb92ad723f,"B_subtilis_LG371 | 30.0 | [42.0] | {""Cuminic Acid + IPTG"": [0.0], ""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,Experiment,,,Modified M9 Media,Cuminic Acid + IPTG,0.0,mM,"['Cuminic Acid + IPTG|0.0|mM', 'Modified M9 Media|NA|NA']",30.0,celsius,42.0,hour,ct1dw646ftjehq5,aq1dw7h8fkub973,0.35820889036309234,4.693967438797676,13.10399,False,False,,
171,r1dw646fd4qxya,B_subtilis_LG371,d7,5bee125189f10442ca0f7eb3,sample.transcriptic.aq1dw7gywwpw7ku.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,transcriptic,10,1f7e80be05f5cb821779f1e260c91c44cb3c0a13,"B_subtilis_LG371 | 30.0 | [18.0] | {""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,Experiment,,,Modified M9 Media,,0.0,,['Modified M9 Media|NA|NA'],30.0,celsius,18.0,hour,ct1dw646ft2hrvp,aq1dw7gywwpw7ku,0.3734891579746895,6.276140905251032,16.80408,False,True,,
172,r1dw646fd4qxya,B_subtilis_LG371,d7,5bee125189f10442ca0f7eb3,sample.transcriptic.aq1dw7h2g4sqsns.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,transcriptic,5,7d65ccae5a93a1bf298ef5c27f050cd055a76846,"B_subtilis_LG371 | 30.0 | [30.0] | {""Cuminic Acid + IPTG"": [1.0], ""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,Experiment,,,Modified M9 Media,Cuminic Acid + IPTG,1.0,mM,"['Cuminic Acid + IPTG|1.0|mM', 'Modified M9 Media|NA|NA']",30.0,celsius,30.0,hour,ct1dw646fstqk4g,aq1dw7h2g4sqsns,0.4750638128896778,38.85313335184039,81.78508000000001,False,True,,
173,r1dw646fd4qxya,B_subtilis_LG371,d7,5bee125189f10442ca0f7eb3,sample.transcriptic.aq1dw7h8fm35ey8.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,transcriptic,5,b185b8f380b4ec980548b631c542b3dbff49c9ef,"B_subtilis_LG371 | 30.0 | [42.0] | {""Cuminic Acid + IPTG"": [1.0], ""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,Experiment,,,Modified M9 Media,Cuminic Acid + IPTG,1.0,mM,"['Cuminic Acid + IPTG|1.0|mM', 'Modified M9 Media|NA|NA']",30.0,celsius,42.0,hour,ct1dw646ftjehq5,aq1dw7h8fm35ey8,0.3310887890983173,57.396780748500575,173.35766999999998,False,True,,
174,r1dw646fd4qxya,B_subtilis_LG371,d8,5bee125189f10442ca0f7eb3,sample.transcriptic.aq1dw7gywwwqdcy.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,transcriptic,11,1f7e80be05f5cb821779f1e260c91c44cb3c0a13,"B_subtilis_LG371 | 30.0 | [18.0] | {""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,Experiment,,,Modified M9 Media,,0.0,,['Modified M9 Media|NA|NA'],30.0,celsius,18.0,hour,ct1dw646ft2hrvp,aq1dw7gywwwqdcy,0.5710827085420979,9.997070167191612,17.505470000000003,False,False,,
175,r1dw646fd4qxya,B_subtilis_LG371,d8,5bee125189f10442ca0f7eb3,sample.transcriptic.aq1dw7h2g4ydsax.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,transcriptic,6,6f95962a897869040786159e5eb1bb6b6f833e8b,"B_subtilis_LG371 | 30.0 | [30.0] | {""Cuminic Acid + IPTG"": [0.0], ""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,Experiment,,,Modified M9 Media,Cuminic Acid + IPTG,0.0,mM,"['Cuminic Acid + IPTG|0.0|mM', 'Modified M9 Media|NA|NA']",30.0,celsius,30.0,hour,ct1dw646fstqk4g,aq1dw7h2g4ydsax,0.12077330512805595,1.4669059419926032,12.14595,False,False,,
176,r1dw646fd4qxya,B_subtilis_LG371,d8,5bee125189f10442ca0f7eb3,sample.transcriptic.aq1dw7h8fm8teme.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,transcriptic,6,00ef49cedebd330037bc1c80b49f0cdb92ad723f,"B_subtilis_LG371 | 30.0 | [42.0] | {""Cuminic Acid + IPTG"": [0.0], ""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,Experiment,,,Modified M9 Media,Cuminic Acid + IPTG,0.0,mM,"['Cuminic Acid + IPTG|0.0|mM', 'Modified M9 Media|NA|NA']",30.0,celsius,42.0,hour,ct1dw646ftjehq5,aq1dw7h8fm8teme,0.6198966539768369,7.200495642745705,11.615639999999999,False,False,,
177,r1dw646fd4qxya,B_subtilis_LG371,d9,5bee125189f10442ca0f7eb3,sample.transcriptic.aq1dw7gywx4dd27.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,transcriptic,12,1f7e80be05f5cb821779f1e260c91c44cb3c0a13,"B_subtilis_LG371 | 30.0 | [18.0] | {""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,Experiment,,,Modified M9 Media,,0.0,,['Modified M9 Media|NA|NA'],30.0,celsius,18.0,hour,ct1dw646ft2hrvp,aq1dw7gywx4dd27,0.7724024925744766,12.049161304655074,15.59959,False,False,,
178,r1dw646fd4qxya,B_subtilis_LG371,d9,5bee125189f10442ca0f7eb3,sample.transcriptic.aq1dw7h2g563ry4.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,transcriptic,6,7d65ccae5a93a1bf298ef5c27f050cd055a76846,"B_subtilis_LG371 | 30.0 | [30.0] | {""Cuminic Acid + IPTG"": [1.0], ""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,Experiment,,,Modified M9 Media,Cuminic Acid + IPTG,1.0,mM,"['Cuminic Acid + IPTG|1.0|mM', 'Modified M9 Media|NA|NA']",30.0,celsius,30.0,hour,ct1dw646fstqk4g,aq1dw7h2g563ry4,0.1181636577346423,7.7517250277123235,65.6016,False,False,,
179,r1dw646fd4qxya,B_subtilis_LG371,d9,5bee125189f10442ca0f7eb3,sample.transcriptic.aq1dw7h8fmfmmdh.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,transcriptic,6,b185b8f380b4ec980548b631c542b3dbff49c9ef,"B_subtilis_LG371 | 30.0 | [42.0] | {""Cuminic Acid + IPTG"": [1.0], ""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,Experiment,,,Modified M9 Media,Cuminic Acid + IPTG,1.0,mM,"['Cuminic Acid + IPTG|1.0|mM', 'Modified M9 Media|NA|NA']",30.0,celsius,42.0,hour,ct1dw646ftjehq5,aq1dw7h8fmfmmdh,0.4818385122768067,105.52040426605976,218.99537,False,False,,
180,r1dw646fd4qxya,B_subtilis_WT_JH642,a1,5bee125189f10442ca0f7eb3,sample.transcriptic.aq1dw7gywvku9pt.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,transcriptic,4,666273f57d5768ff855a2b0130ea383f1bb2298a,"B_subtilis_WT_JH642 | 30.0 | [18.0] | {""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,,,,Modified M9 Media,,0.0,,['Modified M9 Media|NA|NA'],30.0,celsius,18.0,hour,ct1dw646ft2hrvp,aq1dw7gywvku9pt,0.05437849271193869,1.7914099345701382,32.94335,False,False,,
181,r1dw646fd4qxya,B_subtilis_WT_JH642,a1,5bee125189f10442ca0f7eb3,sample.transcriptic.aq1dw7h2g3nhnmp.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,transcriptic,2,73eb08abe89cd647bbbbd3b2736a792defe78bb0,"B_subtilis_WT_JH642 | 30.0 | [30.0] | {""Cuminic Acid + IPTG"": [0.0], ""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,,,,Modified M9 Media,Cuminic Acid + IPTG,0.0,mM,"['Cuminic Acid + IPTG|0.0|mM', 'Modified M9 Media|NA|NA']",30.0,celsius,30.0,hour,ct1dw646fstqk4g,aq1dw7h2g3nhnmp,0.0360494637418768,0.8768430347432546,24.32333,False,False,,
182,r1dw646fd4qxya,B_subtilis_WT_JH642,a1,5bee125189f10442ca0f7eb3,sample.transcriptic.aq1dw7h8fjwxax6.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,transcriptic,2,b3d6f329ab1ca6343abd70a4b3e3f2f268dc82e0,"B_subtilis_WT_JH642 | 30.0 | [42.0] | {""Cuminic Acid + IPTG"": [0.0], ""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,,,,Modified M9 Media,Cuminic Acid + IPTG,0.0,mM,"['Cuminic Acid + IPTG|0.0|mM', 'Modified M9 Media|NA|NA']",30.0,celsius,42.0,hour,ct1dw646ftjehq5,aq1dw7h8fjwxax6,0.295986213249164,3.618539645949837,12.22537,False,False,,
183,r1dw646fd4qxya,B_subtilis_WT_JH642,a10,5bee125189f10442ca0f7eb3,sample.transcriptic.aq1dw7gywx7syeb.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,transcriptic,1,666273f57d5768ff855a2b0130ea383f1bb2298a,"B_subtilis_WT_JH642 | 30.0 | [18.0] | {""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,,,,Modified M9 Media,,0.0,,['Modified M9 Media|NA|NA'],30.0,celsius,18.0,hour,ct1dw646ft2hrvp,aq1dw7gywx7syeb,0.04072477504395468,1.9946681576812968,48.97923,False,False,,
184,r1dw646fd4qxya,B_subtilis_WT_JH642,a10,5bee125189f10442ca0f7eb3,sample.transcriptic.aq1dw7h2g59gcc7.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,transcriptic,1,a3cb50baf2164fab11376220cedbd01b8057be12,"B_subtilis_WT_JH642 | 30.0 | [30.0] | {""Cuminic Acid + IPTG"": [1.0], ""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,,,,Modified M9 Media,Cuminic Acid + IPTG,1.0,mM,"['Cuminic Acid + IPTG|1.0|mM', 'Modified M9 Media|NA|NA']",30.0,celsius,30.0,hour,ct1dw646fstqk4g,aq1dw7h2g59gcc7,0.034955932123262666,1.0318305003589807,29.518040000000003,False,False,,
185,r1dw646fd4qxya,B_subtilis_WT_JH642,a10,5bee125189f10442ca0f7eb3,sample.transcriptic.aq1dw7h8fmm6dwn.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,transcriptic,1,989699af39eba00e3c611086f6a8780b55591e76,"B_subtilis_WT_JH642 | 30.0 | [42.0] | {""Cuminic Acid + IPTG"": [1.0], ""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,,,,Modified M9 Media,Cuminic Acid + IPTG,1.0,mM,"['Cuminic Acid + IPTG|1.0|mM', 'Modified M9 Media|NA|NA']",30.0,celsius,42.0,hour,ct1dw646ftjehq5,aq1dw7h8fmm6dwn,0.0375260942101424,0.5836459335620419,15.553070000000002,False,False,,
186,r1dw646fd4qxya,B_subtilis_WT_JH642,a11,5bee125189f10442ca0f7eb3,sample.transcriptic.aq1dw7gywxem67e.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,transcriptic,2,666273f57d5768ff855a2b0130ea383f1bb2298a,"B_subtilis_WT_JH642 | 30.0 | [18.0] | {""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,,,,Modified M9 Media,,0.0,,['Modified M9 Media|NA|NA'],30.0,celsius,18.0,hour,ct1dw646ft2hrvp,aq1dw7gywxem67e,0.056596942992440516,2.2323556603967534,39.44304,False,False,,
187,r1dw646fd4qxya,B_subtilis_WT_JH642,a11,5bee125189f10442ca0f7eb3,sample.transcriptic.aq1dw7h2g5gaj5a.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,transcriptic,2,a3cb50baf2164fab11376220cedbd01b8057be12,"B_subtilis_WT_JH642 | 30.0 | [30.0] | {""Cuminic Acid + IPTG"": [1.0], ""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,,,,Modified M9 Media,Cuminic Acid + IPTG,1.0,mM,"['Cuminic Acid + IPTG|1.0|mM', 'Modified M9 Media|NA|NA']",30.0,celsius,30.0,hour,ct1dw646fstqk4g,aq1dw7h2g5gaj5a,0.03549567118615072,0.2786013664668724,7.84888,False,False,,
188,r1dw646fd4qxya,B_subtilis_WT_JH642,a11,5bee125189f10442ca0f7eb3,sample.transcriptic.aq1dw7h8fn2ssg3.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,transcriptic,2,989699af39eba00e3c611086f6a8780b55591e76,"B_subtilis_WT_JH642 | 30.0 | [42.0] | {""Cuminic Acid + IPTG"": [1.0], ""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,,,,Modified M9 Media,Cuminic Acid + IPTG,1.0,mM,"['Cuminic Acid + IPTG|1.0|mM', 'Modified M9 Media|NA|NA']",30.0,celsius,42.0,hour,ct1dw646ftjehq5,aq1dw7h8fn2ssg3,0.036811673937578684,0.6021593346868671,16.35784,False,False,,
189,r1dw646fd4qxya,B_subtilis_WT_JH642,a12,5bee125189f10442ca0f7eb3,sample.transcriptic.aq1dw7gywxnebym.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,transcriptic,3,666273f57d5768ff855a2b0130ea383f1bb2298a,"B_subtilis_WT_JH642 | 30.0 | [18.0] | {""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,,,,Modified M9 Media,,0.0,,['Modified M9 Media|NA|NA'],30.0,celsius,18.0,hour,ct1dw646ft2hrvp,aq1dw7gywxnebym,0.04825877826128894,1.9291742633502895,39.975609999999996,False,False,,
190,r1dw646fd4qxya,B_subtilis_WT_JH642,a12,5bee125189f10442ca0f7eb3,sample.transcriptic.aq1dw7h2g5nyhsh.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,transcriptic,1,73eb08abe89cd647bbbbd3b2736a792defe78bb0,"B_subtilis_WT_JH642 | 30.0 | [30.0] | {""Cuminic Acid + IPTG"": [0.0], ""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,,,,Modified M9 Media,Cuminic Acid + IPTG,0.0,mM,"['Cuminic Acid + IPTG|0.0|mM', 'Modified M9 Media|NA|NA']",30.0,celsius,30.0,hour,ct1dw646fstqk4g,aq1dw7h2g5nyhsh,0.03702541473912069,0.7626557406381883,20.59817,False,False,,
191,r1dw646fd4qxya,B_subtilis_WT_JH642,a12,5bee125189f10442ca0f7eb3,sample.transcriptic.aq1dw7h8fn8fs5a.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,transcriptic,1,b3d6f329ab1ca6343abd70a4b3e3f2f268dc82e0,"B_subtilis_WT_JH642 | 30.0 | [42.0] | {""Cuminic Acid + IPTG"": [0.0], ""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,,,,Modified M9 Media,Cuminic Acid + IPTG,0.0,mM,"['Cuminic Acid + IPTG|0.0|mM', 'Modified M9 Media|NA|NA']",30.0,celsius,42.0,hour,ct1dw646ftjehq5,aq1dw7h8fn8fs5a,0.037699749678654436,2.219189878096355,58.86484,False,False,,
192,r1dw646fd4qxya,B_subtilis_WT_JH642,a2,5bee125189f10442ca0f7eb3,sample.transcriptic.aq1dw7gywvrd382.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,transcriptic,5,666273f57d5768ff855a2b0130ea383f1bb2298a,"B_subtilis_WT_JH642 | 30.0 | [18.0] | {""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,,,,Modified M9 Media,,0.0,,['Modified M9 Media|NA|NA'],30.0,celsius,18.0,hour,ct1dw646ft2hrvp,aq1dw7gywvrd382,0.050453698821309866,2.1195671491766337,42.01014,False,False,,
193,r1dw646fd4qxya,B_subtilis_WT_JH642,a2,5bee125189f10442ca0f7eb3,sample.transcriptic.aq1dw7h2g3u7n9x.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,transcriptic,3,73eb08abe89cd647bbbbd3b2736a792defe78bb0,"B_subtilis_WT_JH642 | 30.0 | [30.0] | {""Cuminic Acid + IPTG"": [0.0], ""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,,,,Modified M9 Media,Cuminic Acid + IPTG,0.0,mM,"['Cuminic Acid + IPTG|0.0|mM', 'Modified M9 Media|NA|NA']",30.0,celsius,30.0,hour,ct1dw646fstqk4g,aq1dw7h2g3u7n9x,0.03465291937574861,0.5036269246282064,14.53346,False,False,,
194,r1dw646fd4qxya,B_subtilis_WT_JH642,a2,5bee125189f10442ca0f7eb3,sample.transcriptic.aq1dw7h8fk3g4fe.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,transcriptic,3,b3d6f329ab1ca6343abd70a4b3e3f2f268dc82e0,"B_subtilis_WT_JH642 | 30.0 | [42.0] | {""Cuminic Acid + IPTG"": [0.0], ""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,,,,Modified M9 Media,Cuminic Acid + IPTG,0.0,mM,"['Cuminic Acid + IPTG|0.0|mM', 'Modified M9 Media|NA|NA']",30.0,celsius,42.0,hour,ct1dw646ftjehq5,aq1dw7h8fk3g4fe,0.03996545546616653,0.2740828387530676,6.857989999999999,False,False,,
195,r1dw646fd4qxya,B_subtilis_WT_JH642,a3,5bee125189f10442ca0f7eb3,sample.transcriptic.aq1dw7gywvx32v7.experiment.transcriptic.r1dw646fd4qxya,NovelChassis-OR-Circuit-Cycle0-24hour,transcriptic,6,666273f57d5768ff855a2b0130ea383f1bb2298a,"B_subtilis_WT_JH642 | 30.0 | [18.0] | {""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,,,,Modified M9 Media,,0.0,,['Modified M9 Media|NA|NA'],30.0,celsius,18.0,hour,ct1dw646ft2hrvp,aq1dw7gywvx32v7,0.046918339407891606,1.0952281933201005,23.34329,False,False,,
