,experiment_id,well,_id,sample_id,experiment_reference,lab,replicate,replicate_group,replicate_group_string,strain,strain_name,strain_class,standard_type,control_type,media_type,inducer_type,inducer_concentration,inducer_concentration_unit,sample_contents,temperature,temperature_unit,timepoint,timepoint_unit,aliquot_id,total_counts,TX_plate_name,TX_project_name,TX_sample_name,flow_volume,flow_rate_uL/min,date_of_experiment,cells/mL,cells/mL_doubling_time,cells/mL_n0
0,r1e88vcjan8eqj,a1,5ef2688a8c131da11924bf58,sample.transcriptic.aq1e8w56s6tsb6b.experiment.transcriptic.r1e88vcjan8eqj,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Dose-Response,transcriptic,1,a60cb580d89cc4ef30a128535c82778f993ee947,"UWBF_6390 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_6390,CRISPR_w303_positive_control_NOR_00_6390,Control,,HIGH_FITC,Synthetic_Complete,beta-estradiol,0.0,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0|mM']",35.0,celsius,18.0,hour,aq1e8w56s6tsb6b,4538,YS-TS35C-03-24-2020-R1T1,Sytox-YeastGates,SytoxYG-Plate,60000,200,24-Mar-2020,75633.33333,-106403111.1275023,751861.8391979235
84,r1e88vcjan8eqj,b7,5ef26835e2423ab1dfe69e03,sample.transcriptic.aq1e8w56s7tenpb.experiment.transcriptic.r1e88vcjan8eqj,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,5c65bd84f2bdbfda1e4f5e1d161e7dae8e14883f,"UWBF_34293 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [5e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_34293,CEN.PK2_ORE1_gfp_34293,Experiment,,,Synthetic_Complete,beta-estradiol,5e-05,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|5e-05|mM']",35.0,celsius,18.0,hour,aq1e8w56s7tenpb,19005,YS-TS35C-03-24-2020-R1T1,Sytox-YeastGates,SytoxYG-Plate,60000,200,24-Mar-2020,316750.0,-133143423.24151507,1337555.9571734471
85,r1e88vcjan8eqj,b7,5ef268d96aa784e5943450be,sample.transcriptic.aq1e8w56xm79zc8.experiment.transcriptic.r1e88vcjan8eqj,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,533acd234a742e99310b1656c89bfde9a87dd3bc,"UWBF_34293 | 35.0 | [20.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [5e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_34293,CEN.PK2_ORE1_gfp_34293,Experiment,,,Synthetic_Complete,beta-estradiol,5e-05,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|5e-05|mM']",35.0,celsius,20.0,hour,aq1e8w56xm79zc8,23437,YS-TS35C-03-24-2020-R1T2,Sytox-YeastGates,SytoxYG-Plate,60000,200,24-Mar-2020,390616.66667,-133143423.24151507,1337555.9571734471
86,r1e88vcjan8eqj,b7,5ef267e32177cf56c13b5311,sample.transcriptic.aq1e8w573j9ken5.experiment.transcriptic.r1e88vcjan8eqj,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,d64df7409fa0c30c191fff5318c11f219132ba29,"UWBF_34293 | 35.0 | [22.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [5e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_34293,CEN.PK2_ORE1_gfp_34293,Experiment,,,Synthetic_Complete,beta-estradiol,5e-05,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|5e-05|mM']",35.0,celsius,22.0,hour,aq1e8w573j9ken5,30000,YS-TS35C-03-24-2020-R1T3,Sytox-YeastGates,SytoxYG-Plate,14000,200,24-Mar-2020,2142857.14286,-133143423.24151507,1337555.9571734471
87,r1e88vcjan8eqj,b7,5ef2693924a1262d629f8723,sample.transcriptic.aq1e8w577rqx6pe.experiment.transcriptic.r1e88vcjan8eqj,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,430151c450d8ea7dc7c942aad5c85920b31bb6b8,"UWBF_34293 | 35.0 | [24.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [5e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_34293,CEN.PK2_ORE1_gfp_34293,Experiment,,,Synthetic_Complete,beta-estradiol,5e-05,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|5e-05|mM']",35.0,celsius,24.0,hour,aq1e8w577rqx6pe,30000,YS-TS35C-03-24-2020-R1T4,Sytox-YeastGates,SytoxYG-Plate,12000,200,24-Mar-2020,2500000.0,-133143423.24151507,1337555.9571734471
88,r1e88vcjan8eqj,b8,5ef2692f24a1262d629f86f3,sample.transcriptic.aq1e8w56s7z4nbe.experiment.transcriptic.r1e88vcjan8eqj,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,d8d9e524fc675f1e9df64580197f8261ee21c52e,"UWBF_34287 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0004]} | FLOW | NO_STANDARD_TYPE",UWBF_34287,CEN.PK2_ATAF1_gfp_34287,Experiment,,,Synthetic_Complete,beta-estradiol,0.0004,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0004|mM']",35.0,celsius,18.0,hour,aq1e8w56s7z4nbe,69,YS-TS35C-03-24-2020-R1T1,Sytox-YeastGates,SytoxYG-Plate,60000,200,24-Mar-2020,1150.0,-46787407.79503531,4241.666666695747
89,r1e88vcjan8eqj,b8,5ef2693324a1262d629f8707,sample.transcriptic.aq1e8w56xmbtsvf.experiment.transcriptic.r1e88vcjan8eqj,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,4c28cdb729b1eddf45c36dee234cedfe9a57bd8e,"UWBF_34287 | 35.0 | [20.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0004]} | FLOW | NO_STANDARD_TYPE",UWBF_34287,CEN.PK2_ATAF1_gfp_34287,Experiment,,,Synthetic_Complete,beta-estradiol,0.0004,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0004|mM']",35.0,celsius,20.0,hour,aq1e8w56xmbtsvf,39,YS-TS35C-03-24-2020-R1T2,Sytox-YeastGates,SytoxYG-Plate,60000,200,24-Mar-2020,650.0,-46787407.79503531,4241.666666695747
90,r1e88vcjan8eqj,b8,5ef2693d24a1262d629f8736,sample.transcriptic.aq1e8w573je586c.experiment.transcriptic.r1e88vcjan8eqj,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,2e78c0e6532614e0970a68d7505c295480e67fb1,"UWBF_34287 | 35.0 | [22.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0004]} | FLOW | NO_STANDARD_TYPE",UWBF_34287,CEN.PK2_ATAF1_gfp_34287,Experiment,,,Synthetic_Complete,beta-estradiol,0.0004,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0004|mM']",35.0,celsius,22.0,hour,aq1e8w573je586c,133,YS-TS35C-03-24-2020-R1T3,Sytox-YeastGates,SytoxYG-Plate,60000,200,24-Mar-2020,2216.66667,-46787407.79503531,4241.666666695747
91,r1e88vcjan8eqj,b8,5ef26834e2423ab1dfe69dff,sample.transcriptic.aq1e8w577rwm6bj.experiment.transcriptic.r1e88vcjan8eqj,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,c0021c5d5a3445d41edb2a5b5059130f9bcf2ed5,"UWBF_34287 | 35.0 | [24.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0004]} | FLOW | NO_STANDARD_TYPE",UWBF_34287,CEN.PK2_ATAF1_gfp_34287,Experiment,,,Synthetic_Complete,beta-estradiol,0.0004,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0004|mM']",35.0,celsius,24.0,hour,aq1e8w577rwm6bj,777,YS-TS35C-03-24-2020-R1T4,Sytox-YeastGates,SytoxYG-Plate,60000,200,24-Mar-2020,12950.0,-46787407.79503531,4241.666666695747
92,r1e88vcjan8eqj,b9,5ef267311da9671dc8329da1,sample.transcriptic.aq1e8w56s85neum.experiment.transcriptic.r1e88vcjan8eqj,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,90c0e214800d5294141af90489f19c663e7a42a1,"UWBF_34287 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_34287,CEN.PK2_ATAF1_gfp_34287,Experiment,,,Synthetic_Complete,beta-estradiol,0.0,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0|mM']",35.0,celsius,18.0,hour,aq1e8w56s85neum,50,YS-TS35C-03-24-2020-R1T1,Sytox-YeastGates,SytoxYG-Plate,60000,200,24-Mar-2020,833.3333299999999,0.7693573271080758,28.917833586858478
93,r1e88vcjan8eqj,b9,5ef267706447b674e82978f8,sample.transcriptic.aq1e8w56xmhgshm.experiment.transcriptic.r1e88vcjan8eqj,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,61183da79f36826747bdf77b15de80deb9e37203,"UWBF_34287 | 35.0 | [20.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_34287,CEN.PK2_ATAF1_gfp_34287,Experiment,,,Synthetic_Complete,beta-estradiol,0.0,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0|mM']",35.0,celsius,20.0,hour,aq1e8w56xmhgshm,19,YS-TS35C-03-24-2020-R1T2,Sytox-YeastGates,SytoxYG-Plate,60000,200,24-Mar-2020,316.66667,0.7693573271080758,28.917833586858478
94,r1e88vcjan8eqj,b9,5ef267a91cb8ace0b21deffb,sample.transcriptic.aq1e8w573jkt7tg.experiment.transcriptic.r1e88vcjan8eqj,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,735ea8d8a89e624be29aba12ad991864ae812dad,"UWBF_34287 | 35.0 | [22.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_34287,CEN.PK2_ATAF1_gfp_34287,Experiment,,,Synthetic_Complete,beta-estradiol,0.0,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0|mM']",35.0,celsius,22.0,hour,aq1e8w573jkt7tg,57,YS-TS35C-03-24-2020-R1T3,Sytox-YeastGates,SytoxYG-Plate,60000,200,24-Mar-2020,950.0,0.7693573271080758,28.917833586858478
95,r1e88vcjan8eqj,b9,5ef2693c24a1262d629f8734,sample.transcriptic.aq1e8w577s4a5yq.experiment.transcriptic.r1e88vcjan8eqj,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,572937339bd0ebe2763a96fded0d689f15d927c6,"UWBF_34287 | 35.0 | [24.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_34287,CEN.PK2_ATAF1_gfp_34287,Experiment,,,Synthetic_Complete,beta-estradiol,0.0,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0|mM']",35.0,celsius,24.0,hour,aq1e8w577s4a5yq,387,YS-TS35C-03-24-2020-R1T4,Sytox-YeastGates,SytoxYG-Plate,60000,200,24-Mar-2020,6450.0,0.7693573271080758,28.917833586858478
96,r1e88vcjan8eqj,c1,5ef26826e2423ab1dfe69dcc,sample.transcriptic.aq1e8w56s6uwhaf.experiment.transcriptic.r1e88vcjan8eqj,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Dose-Response,transcriptic,9,a60cb580d89cc4ef30a128535c82778f993ee947,"UWBF_6390 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_6390,CRISPR_w303_positive_control_NOR_00_6390,Control,,HIGH_FITC,Synthetic_Complete,beta-estradiol,0.0,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0|mM']",35.0,celsius,18.0,hour,aq1e8w56s6uwhaf,4938,YS-TS35C-03-24-2020-R1T1,Sytox-YeastGates,SytoxYG-Plate,60000,200,24-Mar-2020,82300.0,-99255353.73767057,671307.7917784787
97,r1e88vcjan8eqj,c1,5ef267a71cb8ace0b21deff4,sample.transcriptic.aq1e8w56xk7mnud.experiment.transcriptic.r1e88vcjan8eqj,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Dose-Response,transcriptic,9,f7e7377ff5b87a6150aea00a4358f62d3610ef2e,"UWBF_6390 | 35.0 | [20.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_6390,CRISPR_w303_positive_control_NOR_00_6390,Control,,HIGH_FITC,Synthetic_Complete,beta-estradiol,0.0,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0|mM']",35.0,celsius,20.0,hour,aq1e8w56xk7mnud,2915,YS-TS35C-03-24-2020-R1T2,Sytox-YeastGates,SytoxYG-Plate,60000,200,24-Mar-2020,48583.33333,-99255353.73767057,671307.7917784787
98,r1e88vcjan8eqj,c1,5ef2694b2df5d34bd89052b0,sample.transcriptic.aq1e8w573hb3a9c.experiment.transcriptic.r1e88vcjan8eqj,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Dose-Response,transcriptic,9,cee1abe0793704b5e8e00f9222bb2e1905582b35,"UWBF_6390 | 35.0 | [22.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_6390,CRISPR_w303_positive_control_NOR_00_6390,Control,,HIGH_FITC,Synthetic_Complete,beta-estradiol,0.0,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0|mM']",35.0,celsius,22.0,hour,aq1e8w573hb3a9c,30000,YS-TS35C-03-24-2020-R1T3,Sytox-YeastGates,SytoxYG-Plate,23000,200,24-Mar-2020,1304347.8260899999,-99255353.73767057,671307.7917784787
99,r1e88vcjan8eqj,c1,5ef269522df5d34bd89052d1,sample.transcriptic.aq1e8w577qq5n2k.experiment.transcriptic.r1e88vcjan8eqj,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Dose-Response,transcriptic,9,bf5d5bfaa51674fc1a1a04cec9b73284633a7e0a,"UWBF_6390 | 35.0 | [24.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_6390,CRISPR_w303_positive_control_NOR_00_6390,Control,,HIGH_FITC,Synthetic_Complete,beta-estradiol,0.0,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0|mM']",35.0,celsius,24.0,hour,aq1e8w577qq5n2k,30000,YS-TS35C-03-24-2020-R1T4,Sytox-YeastGates,SytoxYG-Plate,24000,200,24-Mar-2020,1250000.0,-99255353.73767057,671307.7917784787
100,r1e88vcjan8eqj,c10,5ef268df6aa784e5943450d7,sample.transcriptic.aq1e8w56s8cfmmp.experiment.transcriptic.r1e88vcjan8eqj,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Dose-Response,transcriptic,1,616744837ecb97defc710d309e10b368d082a4ce,"UWBF_34285 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0002]} | FLOW | NO_STANDARD_TYPE",UWBF_34285,CEN.PK2_ATAF1_sic1_gfp_34285,Experiment,,,Synthetic_Complete,beta-estradiol,0.0002,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0002|mM']",35.0,celsius,18.0,hour,aq1e8w56s8cfmmp,429,YS-TS35C-03-24-2020-R1T1,Sytox-YeastGates,SytoxYG-Plate,60000,200,24-Mar-2020,7150.0,-60282050.52751136,228848.5372779336
101,r1e88vcjan8eqj,c10,5ef2687e8c131da11924bf26,sample.transcriptic.aq1e8w56xmrayaq.experiment.transcriptic.r1e88vcjan8eqj,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Dose-Response,transcriptic,1,9d8e3751f5139b6c664e44ceb2bd9d6cd444773e,"UWBF_34285 | 35.0 | [20.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0002]} | FLOW | NO_STANDARD_TYPE",UWBF_34285,CEN.PK2_ATAF1_sic1_gfp_34285,Experiment,,,Synthetic_Complete,beta-estradiol,0.0002,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0002|mM']",35.0,celsius,20.0,hour,aq1e8w56xmrayaq,625,YS-TS35C-03-24-2020-R1T2,Sytox-YeastGates,SytoxYG-Plate,60000,200,24-Mar-2020,10416.66667,-60282050.52751136,228848.5372779336
102,r1e88vcjan8eqj,c10,5ef267351da9671dc8329daf,sample.transcriptic.aq1e8w573jtmdkp.experiment.transcriptic.r1e88vcjan8eqj,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Dose-Response,transcriptic,1,2e3463a16a40972ca6c48afe4cbe1ca39a0e12b6,"UWBF_34285 | 35.0 | [22.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0002]} | FLOW | NO_STANDARD_TYPE",UWBF_34285,CEN.PK2_ATAF1_sic1_gfp_34285,Experiment,,,Synthetic_Complete,beta-estradiol,0.0002,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0002|mM']",35.0,celsius,22.0,hour,aq1e8w573jtmdkp,5221,YS-TS35C-03-24-2020-R1T3,Sytox-YeastGates,SytoxYG-Plate,60000,200,24-Mar-2020,87016.66667,-60282050.52751136,228848.5372779336
103,r1e88vcjan8eqj,c10,5ef2688e8c131da11924bf6a,sample.transcriptic.aq1e8w577s9y5my.experiment.transcriptic.r1e88vcjan8eqj,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Dose-Response,transcriptic,1,8b3c00241b0cc618ce277f29d8065e4d3a74bcdb,"UWBF_34285 | 35.0 | [24.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0002]} | FLOW | NO_STANDARD_TYPE",UWBF_34285,CEN.PK2_ATAF1_sic1_gfp_34285,Experiment,,,Synthetic_Complete,beta-estradiol,0.0002,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0002|mM']",35.0,celsius,24.0,hour,aq1e8w577s9y5my,30000,YS-TS35C-03-24-2020-R1T4,Sytox-YeastGates,SytoxYG-Plate,37000,200,24-Mar-2020,810810.81081,-60282050.52751136,228848.5372779336
104,r1e88vcjan8eqj,c11,5ef2687d8c131da11924bf21,sample.transcriptic.aq1e8w56s8gze5w.experiment.transcriptic.r1e88vcjan8eqj,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Dose-Response,transcriptic,1,a97b35b8949c7d7a64386d1e9b07fe0c85827aa4,"UWBF_34285 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0001]} | FLOW | NO_STANDARD_TYPE",UWBF_34285,CEN.PK2_ATAF1_sic1_gfp_34285,Experiment,,,Synthetic_Complete,beta-estradiol,0.0001,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0001|mM']",35.0,celsius,18.0,hour,aq1e8w56s8gze5w,886,YS-TS35C-03-24-2020-R1T1,Sytox-YeastGates,SytoxYG-Plate,60000,200,24-Mar-2020,14766.666669999999,-51616915.890256085,302870.8340662623
105,r1e88vcjan8eqj,c11,5ef267301da9671dc8329d9d,sample.transcriptic.aq1e8w56xmwyxxw.experiment.transcriptic.r1e88vcjan8eqj,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Dose-Response,transcriptic,1,87acae4db2c8d0d4cc3fdaf20bfd91c3a0abfab3,"UWBF_34285 | 35.0 | [20.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0001]} | FLOW | NO_STANDARD_TYPE",UWBF_34285,CEN.PK2_ATAF1_sic1_gfp_34285,Experiment,,,Synthetic_Complete,beta-estradiol,0.0001,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0001|mM']",35.0,celsius,20.0,hour,aq1e8w56xmwyxxw,1944,YS-TS35C-03-24-2020-R1T2,Sytox-YeastGates,SytoxYG-Plate,60000,200,24-Mar-2020,32400.0,-51616915.890256085,302870.8340662623
106,r1e88vcjan8eqj,c11,5ef267361da9671dc8329db5,sample.transcriptic.aq1e8w573jzad8t.experiment.transcriptic.r1e88vcjan8eqj,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Dose-Response,transcriptic,1,23d0470b3d1769659f1fd2e9e5b040b24ef66315,"UWBF_34285 | 35.0 | [22.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0001]} | FLOW | NO_STANDARD_TYPE",UWBF_34285,CEN.PK2_ATAF1_sic1_gfp_34285,Experiment,,,Synthetic_Complete,beta-estradiol,0.0001,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0001|mM']",35.0,celsius,22.0,hour,aq1e8w573jzad8t,9859,YS-TS35C-03-24-2020-R1T3,Sytox-YeastGates,SytoxYG-Plate,60000,200,24-Mar-2020,164316.66667,-51616915.890256085,302870.8340662623
107,r1e88vcjan8eqj,c11,5ef267f02177cf56c13b5347,sample.transcriptic.aq1e8w577sgsbe3.experiment.transcriptic.r1e88vcjan8eqj,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Dose-Response,transcriptic,1,6a75a970d8a3a8b703b43d4d08ed5b83dab598c3,"UWBF_34285 | 35.0 | [24.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0001]} | FLOW | NO_STANDARD_TYPE",UWBF_34285,CEN.PK2_ATAF1_sic1_gfp_34285,Experiment,,,Synthetic_Complete,beta-estradiol,0.0001,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0001|mM']",35.0,celsius,24.0,hour,aq1e8w577sgsbe3,30000,YS-TS35C-03-24-2020-R1T4,Sytox-YeastGates,SytoxYG-Plate,30000,200,24-Mar-2020,1000000.0,-51616915.890256085,302870.8340662623
108,r1e88vcjan8eqj,c12,5ef267ed2177cf56c13b533d,sample.transcriptic.aq1e8w56s8ppdsz.experiment.transcriptic.r1e88vcjan8eqj,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Dose-Response,transcriptic,1,2d090840da60aa76ce2cf97e76ade4173bb5c410,"UWBF_34285 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [5e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_34285,CEN.PK2_ATAF1_sic1_gfp_34285,Experiment,,,Synthetic_Complete,beta-estradiol,5e-05,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|5e-05|mM']",35.0,celsius,18.0,hour,aq1e8w56s8ppdsz,496,YS-TS35C-03-24-2020-R1T1,Sytox-YeastGates,SytoxYG-Plate,60000,200,24-Mar-2020,8266.66667,-47695009.81657455,222437.49669543776
109,r1e88vcjan8eqj,c12,5ef26835e2423ab1dfe69e01,sample.transcriptic.aq1e8w56xn4nxm4.experiment.transcriptic.r1e88vcjan8eqj,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Dose-Response,transcriptic,1,b623e81a539e4d567fbb299927502ff90371a41d,"UWBF_34285 | 35.0 | [20.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [5e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_34285,CEN.PK2_ATAF1_sic1_gfp_34285,Experiment,,,Synthetic_Complete,beta-estradiol,5e-05,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|5e-05|mM']",35.0,celsius,20.0,hour,aq1e8w56xn4nxm4,610,YS-TS35C-03-24-2020-R1T2,Sytox-YeastGates,SytoxYG-Plate,60000,200,24-Mar-2020,10166.66667,-47695009.81657455,222437.49669543776
110,r1e88vcjan8eqj,c12,5ef267e42177cf56c13b5315,sample.transcriptic.aq1e8w573k6ycvy.experiment.transcriptic.r1e88vcjan8eqj,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Dose-Response,transcriptic,1,81c110f7163115e8d91ab5d2f071a7a5d06ee0ce,"UWBF_34285 | 35.0 | [22.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [5e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_34285,CEN.PK2_ATAF1_sic1_gfp_34285,Experiment,,,Synthetic_Complete,beta-estradiol,5e-05,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|5e-05|mM']",35.0,celsius,22.0,hour,aq1e8w573k6ycvy,2279,YS-TS35C-03-24-2020-R1T3,Sytox-YeastGates,SytoxYG-Plate,60000,200,24-Mar-2020,37983.33333,-47695009.81657455,222437.49669543776
111,r1e88vcjan8eqj,c12,5ef267971cb8ace0b21defaf,sample.transcriptic.aq1e8w577spfb38.experiment.transcriptic.r1e88vcjan8eqj,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Dose-Response,transcriptic,1,5b68b047ea32d3345014d3f06e6e01c807ad6ae9,"UWBF_34285 | 35.0 | [24.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [5e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_34285,CEN.PK2_ATAF1_sic1_gfp_34285,Experiment,,,Synthetic_Complete,beta-estradiol,5e-05,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|5e-05|mM']",35.0,celsius,24.0,hour,aq1e8w577spfb38,30000,YS-TS35C-03-24-2020-R1T4,Sytox-YeastGates,SytoxYG-Plate,36000,200,24-Mar-2020,833333.33333,-47695009.81657455,222437.49669543776
112,r1e88vcjan8eqj,c2,5ef267aa1cb8ace0b21df003,sample.transcriptic.aq1e8w56s72kgxh.experiment.transcriptic.r1e88vcjan8eqj,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Dose-Response,transcriptic,13,e14239895ce2541c519681e02cd7f31a98917a73,"UWBF_24864 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_24864,CRISPR_CEN.PK2_positive_control_NOR_00_24864,Control,,HIGH_FITC,Synthetic_Complete,beta-estradiol,0.0,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0|mM']",35.0,celsius,18.0,hour,aq1e8w56s72kgxh,18727,YS-TS35C-03-24-2020-R1T1,Sytox-YeastGates,SytoxYG-Plate,60000,200,24-Mar-2020,312116.66667,-177639506.46136975,931116.0116273247
113,r1e88vcjan8eqj,c2,5ef268de6aa784e5943450d3,sample.transcriptic.aq1e8w56xkc6fck.experiment.transcriptic.r1e88vcjan8eqj,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Dose-Response,transcriptic,13,01a6acbf4fd8dba7fae24987023028cdf506b6d5,"UWBF_24864 | 35.0 | [20.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_24864,CRISPR_CEN.PK2_positive_control_NOR_00_24864,Control,,HIGH_FITC,Synthetic_Complete,beta-estradiol,0.0,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0|mM']",35.0,celsius,20.0,hour,aq1e8w56xkc6fck,10004,YS-TS35C-03-24-2020-R1T2,Sytox-YeastGates,SytoxYG-Plate,60000,200,24-Mar-2020,166733.33333,-177639506.46136975,931116.0116273247
