,experiment_id,well,_id,sample_id,experiment_reference,lab,replicate,replicate_group,replicate_group_string,strain,strain_name,strain_class,standard_type,control_type,media_type,inducer_type,inducer_concentration,inducer_concentration_unit,sample_contents,temperature,temperature_unit,timepoint,timepoint_unit,aliquot_id,total_counts,TX_plate_name,TX_project_name,TX_sample_name,flow_volume,flow_rate_uL/min,date_of_experiment,cells/mL,cells/mL_doubling_time,cells/mL_n0
0,r1e7dn636p4k69,a1,5ef26517ed52f48d4f6d89cf,sample.transcriptic.aq1e7pzs5bhgxtq.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,4,b80d464c686abcb89e63ab10c8bcd25d8fb8df9e,"UWBF_6390 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_6390,CRISPR_w303_positive_control_NOR_00_6390,Control,,HIGH_FITC,Synthetic_Complete,doxycycline-hyclate,0.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|0.0|nM']",35.0,celsius,18.0,hour,aq1e7pzs5bhgxtq,869,YS-TS35C-03-13-2020-T1a,Sytox-YeastGates,SytoxYG-Plate,60000,200,13-Mar-2020,14483.333330000001,-65113860.87274201,553855.6281592811
77,r1e7dn636p4k69,b8,5ef2646c64fe727dbdd82243,sample.transcriptic.aq1e7pzsavtfeav.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,68a28961c15c71394951847b3cedc462536c99ec,"UWBF_34306 | 35.0 | [20.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [10.0]} | FLOW | NO_STANDARD_TYPE",UWBF_34306,CEN.PK2_ORE1_gfp_34306,Experiment,,,Synthetic_Complete,doxycycline-hyclate,10.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|10.0|nM']",35.0,celsius,20.0,hour,aq1e7pzsavtfeav,4527,YS-TS35C-03-13-2020-T2a,Sytox-YeastGates,SytoxYG-Plate,60000,200,13-Mar-2020,75450.0,-100654664.18029243,1600907.5792912603
78,r1e7dn636p4k69,b8,5ef264fec027150545481945,sample.transcriptic.aq1e7pzsfw2ayn4.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,ddb4b80c196be6221a244b7ce27c67f5f0918f5a,"UWBF_34306 | 35.0 | [22.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [10.0]} | FLOW | NO_STANDARD_TYPE",UWBF_34306,CEN.PK2_ORE1_gfp_34306,Experiment,,,Synthetic_Complete,doxycycline-hyclate,10.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|10.0|nM']",35.0,celsius,22.0,hour,aq1e7pzsfw2ayn4,30000,YS-TS35C-03-13-2020-T3,Sytox-YeastGates,SytoxYG-Plate,15000,200,13-Mar-2020,2000000.0,-100654664.18029243,1600907.5792912603
79,r1e7dn636p4k69,b8,5ef264f9c02715054548192e,sample.transcriptic.aq1e7pzsmau4jcf.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,7c9c328433b07ea88ff07bac0c27a1ed2c45ffa6,"UWBF_34306 | 35.0 | [24.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [10.0]} | FLOW | NO_STANDARD_TYPE",UWBF_34306,CEN.PK2_ORE1_gfp_34306,Experiment,,,Synthetic_Complete,doxycycline-hyclate,10.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|10.0|nM']",35.0,celsius,24.0,hour,aq1e7pzsmau4jcf,30000,YS-TS35C-03-13-2020-T4,Sytox-YeastGates,SytoxYG-Plate,11000,200,13-Mar-2020,2727272.72727,-100654664.18029243,1600907.5792912603
80,r1e7dn636p4k69,b9,5ef2655cbaa4291b05c7b970,sample.transcriptic.aq1e7pzs5cud3gw.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,531d41b991d6e2866468e883211f61fb5e877ae1,"UWBF_34306 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_34306,CEN.PK2_ORE1_gfp_34306,Experiment,,,Synthetic_Complete,doxycycline-hyclate,0.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|0.0|nM']",35.0,celsius,18.0,hour,aq1e7pzs5cud3gw,14993,YS-TS35C-03-13-2020-T1a,Sytox-YeastGates,SytoxYG-Plate,60000,200,13-Mar-2020,249883.33333000002,-74237710.63497588,1658024.2512641149
81,r1e7dn636p4k69,b9,5ef264ccf3af1d5839213c1e,sample.transcriptic.aq1e7pzsavz5dxz.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,05ebff1c6ae2ca34cd75c24339478d4560ea64b6,"UWBF_34306 | 35.0 | [20.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_34306,CEN.PK2_ORE1_gfp_34306,Experiment,,,Synthetic_Complete,doxycycline-hyclate,0.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|0.0|nM']",35.0,celsius,20.0,hour,aq1e7pzsavz5dxz,14808,YS-TS35C-03-13-2020-T2a,Sytox-YeastGates,SytoxYG-Plate,60000,200,13-Mar-2020,246800.0,-74237710.63497588,1658024.2512641149
82,r1e7dn636p4k69,b9,5ef264fcc027150545481939,sample.transcriptic.aq1e7pzsfw7yya7.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,f5678a63f89c0938aebfa28bfab75ebf1418b599,"UWBF_34306 | 35.0 | [22.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_34306,CEN.PK2_ORE1_gfp_34306,Experiment,,,Synthetic_Complete,doxycycline-hyclate,0.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|0.0|nM']",35.0,celsius,22.0,hour,aq1e7pzsfw7yya7,30000,YS-TS35C-03-13-2020-T3,Sytox-YeastGates,SytoxYG-Plate,15000,200,13-Mar-2020,2000000.0,-74237710.63497588,1658024.2512641149
83,r1e7dn636p4k69,b9,5ef2648064fe727dbdd822a4,sample.transcriptic.aq1e7pzsmaynbvq.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,8be241af5b7c63027d16dbe36b61bcfa0390afea,"UWBF_34306 | 35.0 | [24.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_34306,CEN.PK2_ORE1_gfp_34306,Experiment,,,Synthetic_Complete,doxycycline-hyclate,0.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|0.0|nM']",35.0,celsius,24.0,hour,aq1e7pzsmaynbvq,30000,YS-TS35C-03-13-2020-T4,Sytox-YeastGates,SytoxYG-Plate,11000,200,13-Mar-2020,2727272.72727,-74237710.63497588,1658024.2512641149
84,r1e7dn636p4k69,c1,5ef2650dc02715054548198f,sample.transcriptic.aq1e7pzs5bjn5xu.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,6,b80d464c686abcb89e63ab10c8bcd25d8fb8df9e,"UWBF_6390 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_6390,CRISPR_w303_positive_control_NOR_00_6390,Control,,HIGH_FITC,Synthetic_Complete,doxycycline-hyclate,0.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|0.0|nM']",35.0,celsius,18.0,hour,aq1e7pzs5bjn5xu,1293,YS-TS35C-03-13-2020-T1a,Sytox-YeastGates,SytoxYG-Plate,60000,200,13-Mar-2020,21550.0,-58114175.455315456,480805.63055442565
85,r1e7dn636p4k69,c1,5ef26590a1681599a8ec6463,sample.transcriptic.aq1e7pzsaup9a9u.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,6,655e541fcf5680b1bda7ac0f3e44e7a32d0c319c,"UWBF_6390 | 35.0 | [20.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_6390,CRISPR_w303_positive_control_NOR_00_6390,Control,,HIGH_FITC,Synthetic_Complete,doxycycline-hyclate,0.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|0.0|nM']",35.0,celsius,20.0,hour,aq1e7pzsaup9a9u,901,YS-TS35C-03-13-2020-T2a,Sytox-YeastGates,SytoxYG-Plate,60000,200,13-Mar-2020,15016.666669999999,-58114175.455315456,480805.63055442565
86,r1e7dn636p4k69,c1,5ef2650fed52f48d4f6d89ad,sample.transcriptic.aq1e7pzsfux92r3.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,6,2c604942bec1c7c850d4cf8aaeb5da7c3dfa7468,"UWBF_6390 | 35.0 | [22.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_6390,CRISPR_w303_positive_control_NOR_00_6390,Control,,HIGH_FITC,Synthetic_Complete,doxycycline-hyclate,0.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|0.0|nM']",35.0,celsius,22.0,hour,aq1e7pzsfux92r3,7317,YS-TS35C-03-13-2020-T3,Sytox-YeastGates,SytoxYG-Plate,60000,200,13-Mar-2020,121950.0,-58114175.455315456,480805.63055442565
87,r1e7dn636p4k69,c1,5ef2647364fe727dbdd82264,sample.transcriptic.aq1e7pzsm9pwebg.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,6,fd1bd8561c9088f174b35792c23b001c899bb194,"UWBF_6390 | 35.0 | [24.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_6390,CRISPR_w303_positive_control_NOR_00_6390,Control,,HIGH_FITC,Synthetic_Complete,doxycycline-hyclate,0.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|0.0|nM']",35.0,celsius,24.0,hour,aq1e7pzsm9pwebg,30000,YS-TS35C-03-13-2020-T4,Sytox-YeastGates,SytoxYG-Plate,17000,200,13-Mar-2020,1764705.88235,-58114175.455315456,480805.63055442565
88,r1e7dn636p4k69,c10,5ef264876ad4b3f9e578e4f7,sample.transcriptic.aq1e7pzs5d23365.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,fe90072121c5dba9b2d262b26853812400947a46,"UWBF_34312 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [20.0]} | FLOW | NO_STANDARD_TYPE",UWBF_34312,CEN.PK2_ORE1_gfp_34312,Experiment,,,Synthetic_Complete,doxycycline-hyclate,20.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|20.0|nM']",35.0,celsius,18.0,hour,aq1e7pzs5d23365,4943,YS-TS35C-03-13-2020-T1a,Sytox-YeastGates,SytoxYG-Plate,60000,200,13-Mar-2020,82383.33333,-62573875.05606616,837370.8335017198
89,r1e7dn636p4k69,c10,5ef2647064fe727dbdd82254,sample.transcriptic.aq1e7pzsaw6tdm8.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,4721f87c48667a4230b6ee10f94dca7efd632428,"UWBF_34312 | 35.0 | [20.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [20.0]} | FLOW | NO_STANDARD_TYPE",UWBF_34312,CEN.PK2_ORE1_gfp_34312,Experiment,,,Synthetic_Complete,doxycycline-hyclate,20.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|20.0|nM']",35.0,celsius,20.0,hour,aq1e7pzsaw6tdm8,4026,YS-TS35C-03-13-2020-T2a,Sytox-YeastGates,SytoxYG-Plate,60000,200,13-Mar-2020,67100.0,-62573875.05606616,837370.8335017198
90,r1e7dn636p4k69,c10,5ef2642b0459725ddc6f4ccd,sample.transcriptic.aq1e7pzsfwdnxxd.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,9f437a425ee3eb345d9617ce0f2873506bcdf35e,"UWBF_34312 | 35.0 | [22.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [20.0]} | FLOW | NO_STANDARD_TYPE",UWBF_34312,CEN.PK2_ORE1_gfp_34312,Experiment,,,Synthetic_Complete,doxycycline-hyclate,20.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|20.0|nM']",35.0,celsius,22.0,hour,aq1e7pzsfwdnxxd,30000,YS-TS35C-03-13-2020-T3,Sytox-YeastGates,SytoxYG-Plate,25000,200,13-Mar-2020,1200000.0,-62573875.05606616,837370.8335017198
91,r1e7dn636p4k69,c10,5ef26511ed52f48d4f6d89b3,sample.transcriptic.aq1e7pzsmb7fhnu.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,e9a991f59dfe604b9c06a90d415abae49e1d3daf,"UWBF_34312 | 35.0 | [24.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [20.0]} | FLOW | NO_STANDARD_TYPE",UWBF_34312,CEN.PK2_ORE1_gfp_34312,Experiment,,,Synthetic_Complete,doxycycline-hyclate,20.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|20.0|nM']",35.0,celsius,24.0,hour,aq1e7pzsmb7fhnu,30000,YS-TS35C-03-13-2020-T4,Sytox-YeastGates,SytoxYG-Plate,15000,200,13-Mar-2020,2000000.0,-62573875.05606616,837370.8335017198
92,r1e7dn636p4k69,c11,5ef2655bbaa4291b05c7b969,sample.transcriptic.aq1e7pzs5d7r2t8.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,07a7422f3287606e0c049980545ce7b9b076c19b,"UWBF_34312 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [40.0]} | FLOW | NO_STANDARD_TYPE",UWBF_34312,CEN.PK2_ORE1_gfp_34312,Experiment,,,Synthetic_Complete,doxycycline-hyclate,40.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|40.0|nM']",35.0,celsius,18.0,hour,aq1e7pzs5d7r2t8,879,YS-TS35C-03-13-2020-T1a,Sytox-YeastGates,SytoxYG-Plate,60000,200,13-Mar-2020,14650.0,-58789231.31555482,363791.11654858926
93,r1e7dn636p4k69,c11,5ef2650dc027150545481991,sample.transcriptic.aq1e7pzsawcgd9c.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,4629f2bf0b0f5760406c2d4bc04b3104d00aa52e,"UWBF_34312 | 35.0 | [20.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [40.0]} | FLOW | NO_STANDARD_TYPE",UWBF_34312,CEN.PK2_ORE1_gfp_34312,Experiment,,,Synthetic_Complete,doxycycline-hyclate,40.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|40.0|nM']",35.0,celsius,20.0,hour,aq1e7pzsawcgd9c,1508,YS-TS35C-03-13-2020-T2a,Sytox-YeastGates,SytoxYG-Plate,60000,200,13-Mar-2020,25133.33333,-58789231.31555482,363791.11654858926
94,r1e7dn636p4k69,c11,5ef2648f6ad4b3f9e578e518,sample.transcriptic.aq1e7pzsfwkbxkh.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,c7bab2969bb8649cfbd327b0c64a9e2a73fe71e7,"UWBF_34312 | 35.0 | [22.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [40.0]} | FLOW | NO_STANDARD_TYPE",UWBF_34312,CEN.PK2_ORE1_gfp_34312,Experiment,,,Synthetic_Complete,doxycycline-hyclate,40.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|40.0|nM']",35.0,celsius,22.0,hour,aq1e7pzsfwkbxkh,6662,YS-TS35C-03-13-2020-T3,Sytox-YeastGates,SytoxYG-Plate,60000,200,13-Mar-2020,111033.33333,-58789231.31555482,363791.11654858926
95,r1e7dn636p4k69,c11,5ef264866ad4b3f9e578e4f5,sample.transcriptic.aq1e7pzsmbd5hay.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,babf8e4741f91fe1139b403f02a0687ce053249e,"UWBF_34312 | 35.0 | [24.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [40.0]} | FLOW | NO_STANDARD_TYPE",UWBF_34312,CEN.PK2_ORE1_gfp_34312,Experiment,,,Synthetic_Complete,doxycycline-hyclate,40.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|40.0|nM']",35.0,celsius,24.0,hour,aq1e7pzsmbd5hay,30000,YS-TS35C-03-13-2020-T4,Sytox-YeastGates,SytoxYG-Plate,23000,200,13-Mar-2020,1304347.8260899999,-58789231.31555482,363791.11654858926
96,r1e7dn636p4k69,c12,5ef2650fed52f48d4f6d89ab,sample.transcriptic.aq1e7pzs5dde2fc.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,28a914e06442593524886c0cb37f9e9e9a373615,"UWBF_34312 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [30.0]} | FLOW | NO_STANDARD_TYPE",UWBF_34312,CEN.PK2_ORE1_gfp_34312,Experiment,,,Synthetic_Complete,doxycycline-hyclate,30.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|30.0|nM']",35.0,celsius,18.0,hour,aq1e7pzs5dde2fc,1457,YS-TS35C-03-13-2020-T1a,Sytox-YeastGates,SytoxYG-Plate,60000,200,13-Mar-2020,24283.33333,-39051537.18228099,492913.97049110435
97,r1e7dn636p4k69,c12,5ef2642b0459725ddc6f4cd1,sample.transcriptic.aq1e7pzsawj6cwh.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,0d1dfdd102e57b7b9f8e4d84f967ef0f1eb1eda1,"UWBF_34312 | 35.0 | [20.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [30.0]} | FLOW | NO_STANDARD_TYPE",UWBF_34312,CEN.PK2_ORE1_gfp_34312,Experiment,,,Synthetic_Complete,doxycycline-hyclate,30.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|30.0|nM']",35.0,celsius,20.0,hour,aq1e7pzsawj6cwh,2098,YS-TS35C-03-13-2020-T2a,Sytox-YeastGates,SytoxYG-Plate,60000,200,13-Mar-2020,34966.66667,-39051537.18228099,492913.97049110435
98,r1e7dn636p4k69,c12,5ef2656ebaa4291b05c7b9c9,sample.transcriptic.aq1e7pzsfwrzx8p.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,0a387040d457352e74bab1efb4f667c3c6dbfbce,"UWBF_34312 | 35.0 | [22.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [30.0]} | FLOW | NO_STANDARD_TYPE",UWBF_34312,CEN.PK2_ORE1_gfp_34312,Experiment,,,Synthetic_Complete,doxycycline-hyclate,30.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|30.0|nM']",35.0,celsius,22.0,hour,aq1e7pzsfwrzx8p,8862,YS-TS35C-03-13-2020-T3,Sytox-YeastGates,SytoxYG-Plate,60000,200,13-Mar-2020,147700.0,-39051537.18228099,492913.97049110435
99,r1e7dn636p4k69,c12,5ef26512ed52f48d4f6d89b5,sample.transcriptic.aq1e7pzsmbjtgy5.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,c17f3e62ba1cfa69a5e0ee7936754569859dde6c,"UWBF_34312 | 35.0 | [24.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [30.0]} | FLOW | NO_STANDARD_TYPE",UWBF_34312,CEN.PK2_ORE1_gfp_34312,Experiment,,,Synthetic_Complete,doxycycline-hyclate,30.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|30.0|nM']",35.0,celsius,24.0,hour,aq1e7pzsmbjtgy5,30000,YS-TS35C-03-13-2020-T4,Sytox-YeastGates,SytoxYG-Plate,17000,200,13-Mar-2020,1764705.88235,-39051537.18228099,492913.97049110435
100,r1e7dn636p4k69,c2,5ef2646f64fe727dbdd82250,sample.transcriptic.aq1e7pzs5bq6xfz.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,7,70a31c43124f7460cce49e366df93c5d99329a47,"UWBF_24864 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_24864,CRISPR_CEN.PK2_positive_control_NOR_00_24864,Control,,HIGH_FITC,Synthetic_Complete,doxycycline-hyclate,0.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|0.0|nM']",35.0,celsius,18.0,hour,aq1e7pzs5bq6xfz,1321,YS-TS35C-03-13-2020-T1a,Sytox-YeastGates,SytoxYG-Plate,60000,200,13-Mar-2020,22016.66667,-54660926.33749049,419926.188752506
101,r1e7dn636p4k69,c2,5ef2648a6ad4b3f9e578e505,sample.transcriptic.aq1e7pzsautt3sz.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,7,5560b4491c3809d57deabaed57a05e6f948879d4,"UWBF_24864 | 35.0 | [20.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_24864,CRISPR_CEN.PK2_positive_control_NOR_00_24864,Control,,HIGH_FITC,Synthetic_Complete,doxycycline-hyclate,0.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|0.0|nM']",35.0,celsius,20.0,hour,aq1e7pzsautt3sz,1807,YS-TS35C-03-13-2020-T2a,Sytox-YeastGates,SytoxYG-Plate,60000,200,13-Mar-2020,30116.66667,-54660926.33749049,419926.188752506
102,r1e7dn636p4k69,c2,5ef264c6f3af1d5839213bfd,sample.transcriptic.aq1e7pzsfv3su99.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,7,88e152f4f067188eed456c6612bc76d5712729d9,"UWBF_24864 | 35.0 | [22.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_24864,CRISPR_CEN.PK2_positive_control_NOR_00_24864,Control,,HIGH_FITC,Synthetic_Complete,doxycycline-hyclate,0.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|0.0|nM']",35.0,celsius,22.0,hour,aq1e7pzsfv3su99,11940,YS-TS35C-03-13-2020-T3,Sytox-YeastGates,SytoxYG-Plate,60000,200,13-Mar-2020,199000.0,-54660926.33749049,419926.188752506
103,r1e7dn636p4k69,c2,5ef2656dbaa4291b05c7b9c7,sample.transcriptic.aq1e7pzsm9uf7up.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,7,605dd26a8fd0159579048b341b63b16bee4f7c45,"UWBF_24864 | 35.0 | [24.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_24864,CRISPR_CEN.PK2_positive_control_NOR_00_24864,Control,,HIGH_FITC,Synthetic_Complete,doxycycline-hyclate,0.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|0.0|nM']",35.0,celsius,24.0,hour,aq1e7pzsm9uf7up,30000,YS-TS35C-03-13-2020-T4,Sytox-YeastGates,SytoxYG-Plate,21000,200,13-Mar-2020,1428571.42857,-54660926.33749049,419926.188752506
104,r1e7dn636p4k69,c3,5ef2648f6ad4b3f9e578e516,sample.transcriptic.aq1e7pzs5bvux53.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,f2d5601a0a3003d35f84c81409e65b800f4222af,"UWBF_34305 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [20.0]} | FLOW | NO_STANDARD_TYPE",UWBF_34305,CEN.PK2_ORE1_gfp_34305,Experiment,,,Synthetic_Complete,doxycycline-hyclate,20.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|20.0|nM']",35.0,celsius,18.0,hour,aq1e7pzs5bvux53,9089,YS-TS35C-03-13-2020-T1a,Sytox-YeastGates,SytoxYG-Plate,60000,200,13-Mar-2020,151483.33333,-70484671.25938465,942259.8440795015
105,r1e7dn636p4k69,c3,5ef26519ed52f48d4f6d89d9,sample.transcriptic.aq1e7pzsauzg3f3.experiment.transcriptic.r1e7dn636p4k69,YeastSTATES-Doxycycline-OR-Gate-Plant-TF-Dose-Response,transcriptic,2,3b0f29ab45d104a3f25d8aca3617d7439b3ee5b7,"UWBF_34305 | 35.0 | [20.0] | {""Synthetic_Complete"": [""""], ""doxycycline-hyclate"": [20.0]} | FLOW | NO_STANDARD_TYPE",UWBF_34305,CEN.PK2_ORE1_gfp_34305,Experiment,,,Synthetic_Complete,doxycycline-hyclate,20.0,nM,"['Synthetic_Complete|NA|NA', 'doxycycline-hyclate|20.0|nM']",35.0,celsius,20.0,hour,aq1e7pzsauzg3f3,3417,YS-TS35C-03-13-2020-T2a,Sytox-YeastGates,SytoxYG-Plate,60000,200,13-Mar-2020,56950.0,-70484671.25938465,942259.8440795015
