,experiment_id,well,_id,sample_id,experiment_reference,lab,replicate,replicate_group,replicate_group_string,strain,strain_name,strain_class,standard_type,control_type,media_type,inducer_type,inducer_concentration,inducer_concentration_unit,sample_contents,temperature,temperature_unit,timepoint,timepoint_unit,aliquot_id,total_counts,TX_plate_name,TX_project_name,TX_sample_name,flow_volume,flow_rate_uL/min,date_of_experiment,cells/mL,cells/mL_doubling_time,cells/mL_n0
0,r1e6ge2n8x7q5p,a1,5ef26602d0a530a5a55a60ff,sample.transcriptic.aq1e6tn3vd9kjd6.experiment.transcriptic.r1e6ge2n8x7q5p,YeastSTATES-CRISPR-Short-Duration-Time-Series-35C,transcriptic,1,7ae673217d9a2de0219421b2808c72378f443641,"UWBF_24926 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [4e-06]} | FLOW | NO_STANDARD_TYPE",UWBF_24926,CRISPR_CEN.PK2_24926,Experiment,,,Synthetic_Complete,beta-estradiol,4e-06,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|4e-06|mM']",35.0,celsius,18.0,hour,aq1e6tn3vd9kjd6,26369,YS-TS35C-03-05-2020-T1,Sytox-YeastGates,SytoxYG-Plate,60000,200,05-Mar-2020,439483.33333,-129795018.47979192,1394844.9764362818
103,r1e6ge2n8x7q5p,c10,5ef266726d07d57cb70bf217,sample.transcriptic.aq1e6tn4gmxk7sy.experiment.transcriptic.r1e6ge2n8x7q5p,YeastSTATES-CRISPR-Short-Duration-Time-Series-35C,transcriptic,1,362b5c558a857f51e476c84b760b014e27bec1f6,"UWBF_24959 | 35.0 | [24.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0001]} | FLOW | NO_STANDARD_TYPE",UWBF_24959,CRISPR_CEN.PK2_24959,Experiment,,,Synthetic_Complete,beta-estradiol,0.0001,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0001|mM']",35.0,celsius,24.0,hour,aq1e6tn4gmxk7sy,30000,YS-TS35C-03-05-2020-T4,Sytox-YeastGates,SytoxYG-Plate,11000,200,05-Mar-2020,2727272.72727,-364420961.78068084,2199917.7396798343
104,r1e6ge2n8x7q5p,c11,5ef266646d07d57cb70bf1d4,sample.transcriptic.aq1e6tn3vextncr.experiment.transcriptic.r1e6ge2n8x7q5p,YeastSTATES-CRISPR-Short-Duration-Time-Series-35C,transcriptic,1,0140e68080a12350151d17eb607fc1e6357d6b0d,"UWBF_24959 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0002]} | FLOW | NO_STANDARD_TYPE",UWBF_24959,CRISPR_CEN.PK2_24959,Experiment,,,Synthetic_Complete,beta-estradiol,0.0002,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0002|mM']",35.0,celsius,18.0,hour,aq1e6tn3vextncr,30000,YS-TS35C-03-05-2020-T1,Sytox-YeastGates,SytoxYG-Plate,14000,200,05-Mar-2020,2142857.14286,-241694312.46111232,2544455.56389161
105,r1e6ge2n8x7q5p,c11,5ef265f1d0a530a5a55a60bc,sample.transcriptic.aq1e6tn44zk8cne.experiment.transcriptic.r1e6ge2n8x7q5p,YeastSTATES-CRISPR-Short-Duration-Time-Series-35C,transcriptic,1,daad521f4ba0baab526024c790a25dc365476cfd,"UWBF_24959 | 35.0 | [20.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0002]} | FLOW | NO_STANDARD_TYPE",UWBF_24959,CRISPR_CEN.PK2_24959,Experiment,,,Synthetic_Complete,beta-estradiol,0.0002,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0002|mM']",35.0,celsius,20.0,hour,aq1e6tn44zk8cne,30000,YS-TS35C-03-05-2020-T2,Sytox-YeastGates,SytoxYG-Plate,11000,200,05-Mar-2020,2727272.72727,-241694312.46111232,2544455.56389161
106,r1e6ge2n8x7q5p,c11,5ef2672576edeb85385123ac,sample.transcriptic.aq1e6tn4bk6z9yc.experiment.transcriptic.r1e6ge2n8x7q5p,YeastSTATES-CRISPR-Short-Duration-Time-Series-35C,transcriptic,1,d0be92a5a746c11c9cca2a5021f3394d649f5a13,"UWBF_24959 | 35.0 | [22.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0002]} | FLOW | NO_STANDARD_TYPE",UWBF_24959,CRISPR_CEN.PK2_24959,Experiment,,,Synthetic_Complete,beta-estradiol,0.0002,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0002|mM']",35.0,celsius,22.0,hour,aq1e6tn4bk6z9yc,30000,YS-TS35C-03-05-2020-T3,Sytox-YeastGates,SytoxYG-Plate,13000,200,05-Mar-2020,2307692.30769,-241694312.46111232,2544455.56389161
107,r1e6ge2n8x7q5p,c11,5ef2667a31dd0f21f58bad35,sample.transcriptic.aq1e6tn4gn597f4.experiment.transcriptic.r1e6ge2n8x7q5p,YeastSTATES-CRISPR-Short-Duration-Time-Series-35C,transcriptic,1,38332c5ccdfe1952fc324c64eff8babf435400e8,"UWBF_24959 | 35.0 | [24.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0002]} | FLOW | NO_STANDARD_TYPE",UWBF_24959,CRISPR_CEN.PK2_24959,Experiment,,,Synthetic_Complete,beta-estradiol,0.0002,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0002|mM']",35.0,celsius,24.0,hour,aq1e6tn4gn597f4,30000,YS-TS35C-03-05-2020-T4,Sytox-YeastGates,SytoxYG-Plate,10000,200,05-Mar-2020,3000000.0,-241694312.46111232,2544455.56389161
108,r1e6ge2n8x7q5p,c12,5ef265f4d0a530a5a55a60c9,sample.transcriptic.aq1e6tn3vf5gmzv.experiment.transcriptic.r1e6ge2n8x7q5p,YeastSTATES-CRISPR-Short-Duration-Time-Series-35C,transcriptic,1,5cac0c338acb1f051ec6affc1292bec4825e6774,"UWBF_24959 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [1e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_24959,CRISPR_CEN.PK2_24959,Experiment,,,Synthetic_Complete,beta-estradiol,1e-05,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|1e-05|mM']",35.0,celsius,18.0,hour,aq1e6tn3vf5gmzv,30000,YS-TS35C-03-05-2020-T1,Sytox-YeastGates,SytoxYG-Plate,11000,200,05-Mar-2020,2727272.72727,-337461249.6868925,2638146.1793471924
109,r1e6ge2n8x7q5p,c12,5ef2672076edeb853851239a,sample.transcriptic.aq1e6tn44zrwcag.experiment.transcriptic.r1e6ge2n8x7q5p,YeastSTATES-CRISPR-Short-Duration-Time-Series-35C,transcriptic,1,8ab05986472d67316b2ea89a6ceec4f0d8e76637,"UWBF_24959 | 35.0 | [20.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [1e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_24959,CRISPR_CEN.PK2_24959,Experiment,,,Synthetic_Complete,beta-estradiol,1e-05,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|1e-05|mM']",35.0,celsius,20.0,hour,aq1e6tn44zrwcag,30000,YS-TS35C-03-05-2020-T2,Sytox-YeastGates,SytoxYG-Plate,17000,200,05-Mar-2020,1764705.88235,-337461249.6868925,2638146.1793471924
110,r1e6ge2n8x7q5p,c12,5ef26779fdcaed7ae4c67b82,sample.transcriptic.aq1e6tn4bkcp9mh.experiment.transcriptic.r1e6ge2n8x7q5p,YeastSTATES-CRISPR-Short-Duration-Time-Series-35C,transcriptic,1,f6d4f4ef3ce533f97e202569369a7d4270dfec87,"UWBF_24959 | 35.0 | [22.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [1e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_24959,CRISPR_CEN.PK2_24959,Experiment,,,Synthetic_Complete,beta-estradiol,1e-05,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|1e-05|mM']",35.0,celsius,22.0,hour,aq1e6tn4bkcp9mh,30000,YS-TS35C-03-05-2020-T3,Sytox-YeastGates,SytoxYG-Plate,11000,200,05-Mar-2020,2727272.72727,-337461249.6868925,2638146.1793471924
111,r1e6ge2n8x7q5p,c12,5ef266e2d6c89f74262756eb,sample.transcriptic.aq1e6tn4gnax747.experiment.transcriptic.r1e6ge2n8x7q5p,YeastSTATES-CRISPR-Short-Duration-Time-Series-35C,transcriptic,1,e6ce50fbe9a5eb0e756bae92deafe2e71b35afa7,"UWBF_24959 | 35.0 | [24.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [1e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_24959,CRISPR_CEN.PK2_24959,Experiment,,,Synthetic_Complete,beta-estradiol,1e-05,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|1e-05|mM']",35.0,celsius,24.0,hour,aq1e6tn4gnax747,30000,YS-TS35C-03-05-2020-T4,Sytox-YeastGates,SytoxYG-Plate,9000,200,05-Mar-2020,3333333.33333,-337461249.6868925,2638146.1793471924
112,r1e6ge2n8x7q5p,c2,5ef2672776edeb85385123b4,sample.transcriptic.aq1e6tn3vdf9j2g.experiment.transcriptic.r1e6ge2n8x7q5p,YeastSTATES-CRISPR-Short-Duration-Time-Series-35C,transcriptic,1,34e25c0e5415637b422175951fbbf492f71c11c5,"UWBF_24959 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [2.5e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_24959,CRISPR_CEN.PK2_24959,Experiment,,,Synthetic_Complete,beta-estradiol,2.5e-05,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|2.5e-05|mM']",35.0,celsius,18.0,hour,aq1e6tn3vdf9j2g,19505,YS-TS35C-03-05-2020-T1,Sytox-YeastGates,SytoxYG-Plate,60000,200,05-Mar-2020,325083.33333,-123710573.26377104,1254687.498519066
113,r1e6ge2n8x7q5p,c2,5ef2673076edeb85385123de,sample.transcriptic.aq1e6tn44y73uq5.experiment.transcriptic.r1e6ge2n8x7q5p,YeastSTATES-CRISPR-Short-Duration-Time-Series-35C,transcriptic,1,64ab5e0973af27a2bca6b4b417e6893fbf8622a8,"UWBF_24959 | 35.0 | [20.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [2.5e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_24959,CRISPR_CEN.PK2_24959,Experiment,,,Synthetic_Complete,beta-estradiol,2.5e-05,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|2.5e-05|mM']",35.0,celsius,20.0,hour,aq1e6tn44y73uq5,11620,YS-TS35C-03-05-2020-T2,Sytox-YeastGates,SytoxYG-Plate,60000,200,05-Mar-2020,193666.66667,-123710573.26377104,1254687.498519066
114,r1e6ge2n8x7q5p,c2,5ef266d54a888501c32f6a75,sample.transcriptic.aq1e6tn4bhpf6n3.experiment.transcriptic.r1e6ge2n8x7q5p,YeastSTATES-CRISPR-Short-Duration-Time-Series-35C,transcriptic,1,f0dd2418706337768fb87751c94655103fc38b76,"UWBF_24959 | 35.0 | [22.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [2.5e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_24959,CRISPR_CEN.PK2_24959,Experiment,,,Synthetic_Complete,beta-estradiol,2.5e-05,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|2.5e-05|mM']",35.0,celsius,22.0,hour,aq1e6tn4bhpf6n3,30000,YS-TS35C-03-05-2020-T3,Sytox-YeastGates,SytoxYG-Plate,15000,200,05-Mar-2020,2000000.0,-123710573.26377104,1254687.498519066
115,r1e6ge2n8x7q5p,c2,5ef267948a20ea281241fc30,sample.transcriptic.aq1e6tn4gknua8r.experiment.transcriptic.r1e6ge2n8x7q5p,YeastSTATES-CRISPR-Short-Duration-Time-Series-35C,transcriptic,1,0b45bf3d797facfb13b065c1ee8caa253b70c06f,"UWBF_24959 | 35.0 | [24.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [2.5e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_24959,CRISPR_CEN.PK2_24959,Experiment,,,Synthetic_Complete,beta-estradiol,2.5e-05,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|2.5e-05|mM']",35.0,celsius,24.0,hour,aq1e6tn4gknua8r,30000,YS-TS35C-03-05-2020-T4,Sytox-YeastGates,SytoxYG-Plate,12000,200,05-Mar-2020,2500000.0,-123710573.26377104,1254687.498519066
116,r1e6ge2n8x7q5p,c3,5ef26773fdcaed7ae4c67b67,sample.transcriptic.aq1e6tn3vdmxhpg.experiment.transcriptic.r1e6ge2n8x7q5p,YeastSTATES-CRISPR-Short-Duration-Time-Series-35C,transcriptic,1,25424c4796c08b356c01960ea9a38eac29136849,"UWBF_24959 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [6e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_24959,CRISPR_CEN.PK2_24959,Experiment,,,Synthetic_Complete,beta-estradiol,5.9999999999999995e-05,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|6e-05|mM']",35.0,celsius,18.0,hour,aq1e6tn3vdmxhpg,20798,YS-TS35C-03-05-2020-T1,Sytox-YeastGates,SytoxYG-Plate,60000,200,05-Mar-2020,346633.33333,-65811806.78618738,1424051.4843762212
117,r1e6ge2n8x7q5p,c3,5ef2667e31dd0f21f58bad41,sample.transcriptic.aq1e6tn44ybmn8a.experiment.transcriptic.r1e6ge2n8x7q5p,YeastSTATES-CRISPR-Short-Duration-Time-Series-35C,transcriptic,1,c8a04ec2a7463d23bec0c40522b08806d4b84455,"UWBF_24959 | 35.0 | [20.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [6e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_24959,CRISPR_CEN.PK2_24959,Experiment,,,Synthetic_Complete,beta-estradiol,5.9999999999999995e-05,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|6e-05|mM']",35.0,celsius,20.0,hour,aq1e6tn44ybmn8a,15092,YS-TS35C-03-05-2020-T2,Sytox-YeastGates,SytoxYG-Plate,60000,200,05-Mar-2020,251533.33333000002,-65811806.78618738,1424051.4843762212
118,r1e6ge2n8x7q5p,c3,5ef265ffd0a530a5a55a60f7,sample.transcriptic.aq1e6tn4bhv56a4.experiment.transcriptic.r1e6ge2n8x7q5p,YeastSTATES-CRISPR-Short-Duration-Time-Series-35C,transcriptic,1,77b4b5645d8ed9b939197e1d42df162e164d9e41,"UWBF_24959 | 35.0 | [22.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [6e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_24959,CRISPR_CEN.PK2_24959,Experiment,,,Synthetic_Complete,beta-estradiol,5.9999999999999995e-05,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|6e-05|mM']",35.0,celsius,22.0,hour,aq1e6tn4bhv56a4,30000,YS-TS35C-03-05-2020-T3,Sytox-YeastGates,SytoxYG-Plate,17000,200,05-Mar-2020,1764705.88235,-65811806.78618738,1424051.4843762212
119,r1e6ge2n8x7q5p,c3,5ef2667331dd0f21f58bad12,sample.transcriptic.aq1e6tn4gktd3rv.experiment.transcriptic.r1e6ge2n8x7q5p,YeastSTATES-CRISPR-Short-Duration-Time-Series-35C,transcriptic,1,0c9c60b509fcfcdb32807325d5faedea10796ca1,"UWBF_24959 | 35.0 | [24.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [6e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_24959,CRISPR_CEN.PK2_24959,Experiment,,,Synthetic_Complete,beta-estradiol,5.9999999999999995e-05,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|6e-05|mM']",35.0,celsius,24.0,hour,aq1e6tn4gktd3rv,30000,YS-TS35C-03-05-2020-T4,Sytox-YeastGates,SytoxYG-Plate,9000,200,05-Mar-2020,3333333.33333,-65811806.78618738,1424051.4843762212
120,r1e6ge2n8x7q5p,c4,5ef2677dfdcaed7ae4c67b97,sample.transcriptic.aq1e6tn3vdsgb7n.experiment.transcriptic.r1e6ge2n8x7q5p,YeastSTATES-CRISPR-Short-Duration-Time-Series-35C,transcriptic,2,0140e68080a12350151d17eb607fc1e6357d6b0d,"UWBF_24959 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0002]} | FLOW | NO_STANDARD_TYPE",UWBF_24959,CRISPR_CEN.PK2_24959,Experiment,,,Synthetic_Complete,beta-estradiol,0.0002,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0002|mM']",35.0,celsius,18.0,hour,aq1e6tn3vdsgb7n,30000,YS-TS35C-03-05-2020-T1,Sytox-YeastGates,SytoxYG-Plate,15000,200,05-Mar-2020,2000000.0,-507023920.04555476,2681818.192816358
121,r1e6ge2n8x7q5p,c4,5ef266d84a888501c32f6a83,sample.transcriptic.aq1e6tn44yg6erf.experiment.transcriptic.r1e6ge2n8x7q5p,YeastSTATES-CRISPR-Short-Duration-Time-Series-35C,transcriptic,2,daad521f4ba0baab526024c790a25dc365476cfd,"UWBF_24959 | 35.0 | [20.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0002]} | FLOW | NO_STANDARD_TYPE",UWBF_24959,CRISPR_CEN.PK2_24959,Experiment,,,Synthetic_Complete,beta-estradiol,0.0002,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0002|mM']",35.0,celsius,20.0,hour,aq1e6tn44yg6erf,30000,YS-TS35C-03-05-2020-T2,Sytox-YeastGates,SytoxYG-Plate,11000,200,05-Mar-2020,2727272.72727,-507023920.04555476,2681818.192816358
122,r1e6ge2n8x7q5p,c4,5ef265fed0a530a5a55a60f3,sample.transcriptic.aq1e6tn4bhznxta.experiment.transcriptic.r1e6ge2n8x7q5p,YeastSTATES-CRISPR-Short-Duration-Time-Series-35C,transcriptic,2,d0be92a5a746c11c9cca2a5021f3394d649f5a13,"UWBF_24959 | 35.0 | [22.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0002]} | FLOW | NO_STANDARD_TYPE",UWBF_24959,CRISPR_CEN.PK2_24959,Experiment,,,Synthetic_Complete,beta-estradiol,0.0002,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0002|mM']",35.0,celsius,22.0,hour,aq1e6tn4bhznxta,30000,YS-TS35C-03-05-2020-T3,Sytox-YeastGates,SytoxYG-Plate,10000,200,05-Mar-2020,3000000.0,-507023920.04555476,2681818.192816358
123,r1e6ge2n8x7q5p,c4,5ef266cc197571bba534acb9,sample.transcriptic.aq1e6tn4gkxwva4.experiment.transcriptic.r1e6ge2n8x7q5p,YeastSTATES-CRISPR-Short-Duration-Time-Series-35C,transcriptic,2,38332c5ccdfe1952fc324c64eff8babf435400e8,"UWBF_24959 | 35.0 | [24.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0002]} | FLOW | NO_STANDARD_TYPE",UWBF_24959,CRISPR_CEN.PK2_24959,Experiment,,,Synthetic_Complete,beta-estradiol,0.0002,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0002|mM']",35.0,celsius,24.0,hour,aq1e6tn4gkxwva4,30000,YS-TS35C-03-05-2020-T4,Sytox-YeastGates,SytoxYG-Plate,10000,200,05-Mar-2020,3000000.0,-507023920.04555476,2681818.192816358
124,r1e6ge2n8x7q5p,c5,5ef266e04a888501c32f6a9e,sample.transcriptic.aq1e6tn3vdx24qu.experiment.transcriptic.r1e6ge2n8x7q5p,YeastSTATES-CRISPR-Short-Duration-Time-Series-35C,transcriptic,1,8ce102528d7585818becc471b3eb8e0223148fc7,"UWBF_24959 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [8e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_24959,CRISPR_CEN.PK2_24959,Experiment,,,Synthetic_Complete,beta-estradiol,8e-05,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|8e-05|mM']",35.0,celsius,18.0,hour,aq1e6tn3vdx24qu,19387,YS-TS35C-03-05-2020-T1,Sytox-YeastGates,SytoxYG-Plate,60000,200,05-Mar-2020,323116.66667,-66596467.162991956,1262512.5082488498
125,r1e6ge2n8x7q5p,c5,5ef266c1197571bba534ac98,sample.transcriptic.aq1e6tn44ymq89k.experiment.transcriptic.r1e6ge2n8x7q5p,YeastSTATES-CRISPR-Short-Duration-Time-Series-35C,transcriptic,1,58a74ee71742711c25300b7257bb67904920c891,"UWBF_24959 | 35.0 | [20.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [8e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_24959,CRISPR_CEN.PK2_24959,Experiment,,,Synthetic_Complete,beta-estradiol,8e-05,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|8e-05|mM']",35.0,celsius,20.0,hour,aq1e6tn44ymq89k,13616,YS-TS35C-03-05-2020-T2,Sytox-YeastGates,SytoxYG-Plate,60000,200,05-Mar-2020,226933.33333000002,-66596467.162991956,1262512.5082488498
126,r1e6ge2n8x7q5p,c5,5ef2667931dd0f21f58bad2e,sample.transcriptic.aq1e6tn4bj67rbf.experiment.transcriptic.r1e6ge2n8x7q5p,YeastSTATES-CRISPR-Short-Duration-Time-Series-35C,transcriptic,1,082c67522642e6d2932aba2ddca6be9ab18f0f7a,"UWBF_24959 | 35.0 | [22.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [8e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_24959,CRISPR_CEN.PK2_24959,Experiment,,,Synthetic_Complete,beta-estradiol,8e-05,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|8e-05|mM']",35.0,celsius,22.0,hour,aq1e6tn4bj67rbf,30000,YS-TS35C-03-05-2020-T3,Sytox-YeastGates,SytoxYG-Plate,15000,200,05-Mar-2020,2000000.0,-66596467.162991956,1262512.5082488498
127,r1e6ge2n8x7q5p,c5,5ef2666d6d07d57cb70bf1ff,sample.transcriptic.aq1e6tn4gm4fnta.experiment.transcriptic.r1e6ge2n8x7q5p,YeastSTATES-CRISPR-Short-Duration-Time-Series-35C,transcriptic,1,77fe117be43d01ca43db60698fde414b3a70e11d,"UWBF_24959 | 35.0 | [24.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [8e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_24959,CRISPR_CEN.PK2_24959,Experiment,,,Synthetic_Complete,beta-estradiol,8e-05,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|8e-05|mM']",35.0,celsius,24.0,hour,aq1e6tn4gm4fnta,30000,YS-TS35C-03-05-2020-T4,Sytox-YeastGates,SytoxYG-Plate,12000,200,05-Mar-2020,2500000.0,-66596467.162991956,1262512.5082488498
128,r1e6ge2n8x7q5p,c6,5ef2676afdcaed7ae4c67b3c,sample.transcriptic.aq1e6tn3ve4q4cw.experiment.transcriptic.r1e6ge2n8x7q5p,YeastSTATES-CRISPR-Short-Duration-Time-Series-35C,transcriptic,1,4c12e08d3395400043bbd3e851abaffa33a3bbc6,"UWBF_24959 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [4e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_24959,CRISPR_CEN.PK2_24959,Experiment,,,Synthetic_Complete,beta-estradiol,4e-05,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|4e-05|mM']",35.0,celsius,18.0,hour,aq1e6tn3ve4q4cw,20156,YS-TS35C-03-05-2020-T1,Sytox-YeastGates,SytoxYG-Plate,60000,200,05-Mar-2020,335933.33333,-120144680.88269386,1236951.5224374288
129,r1e6ge2n8x7q5p,c6,5ef266e5d6c89f74262756fa,sample.transcriptic.aq1e6tn44ys8zss.experiment.transcriptic.r1e6ge2n8x7q5p,YeastSTATES-CRISPR-Short-Duration-Time-Series-35C,transcriptic,1,e795aa68fb06123574b43cb3dbe6cc6574607bf5,"UWBF_24959 | 35.0 | [20.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [4e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_24959,CRISPR_CEN.PK2_24959,Experiment,,,Synthetic_Complete,beta-estradiol,4e-05,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|4e-05|mM']",35.0,celsius,20.0,hour,aq1e6tn44ys8zss,13076,YS-TS35C-03-05-2020-T2,Sytox-YeastGates,SytoxYG-Plate,60000,200,05-Mar-2020,217933.33333000002,-120144680.88269386,1236951.5224374288
130,r1e6ge2n8x7q5p,c6,5ef2668631dd0f21f58bad5e,sample.transcriptic.aq1e6tn4bjbvqyj.experiment.transcriptic.r1e6ge2n8x7q5p,YeastSTATES-CRISPR-Short-Duration-Time-Series-35C,transcriptic,1,8889851dba53b5a1dd7de468f2739e99db0dba2a,"UWBF_24959 | 35.0 | [22.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [4e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_24959,CRISPR_CEN.PK2_24959,Experiment,,,Synthetic_Complete,beta-estradiol,4e-05,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|4e-05|mM']",35.0,celsius,22.0,hour,aq1e6tn4bjbvqyj,30000,YS-TS35C-03-05-2020-T3,Sytox-YeastGates,SytoxYG-Plate,18000,200,05-Mar-2020,1666666.6666700002,-120144680.88269386,1236951.5224374288
131,r1e6ge2n8x7q5p,c6,5ef266b3197571bba534ac5f,sample.transcriptic.aq1e6tn4gma5nfc.experiment.transcriptic.r1e6ge2n8x7q5p,YeastSTATES-CRISPR-Short-Duration-Time-Series-35C,transcriptic,1,8b883108d4f6f5294913a95c6cd134956b19c516,"UWBF_24959 | 35.0 | [24.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [4e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_24959,CRISPR_CEN.PK2_24959,Experiment,,,Synthetic_Complete,beta-estradiol,4e-05,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|4e-05|mM']",35.0,celsius,24.0,hour,aq1e6tn4gma5nfc,30000,YS-TS35C-03-05-2020-T4,Sytox-YeastGates,SytoxYG-Plate,11000,200,05-Mar-2020,2727272.72727,-120144680.88269386,1236951.5224374288
132,r1e6ge2n8x7q5p,c7,5ef266c3197571bba534aca2,sample.transcriptic.aq1e6tn3ve98vw5.experiment.transcriptic.r1e6ge2n8x7q5p,YeastSTATES-CRISPR-Short-Duration-Time-Series-35C,transcriptic,1,21b1a7a90fbf6ea8920b6dea46c0d778f7bcc487,"UWBF_24959 | 35.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_24959,CRISPR_CEN.PK2_24959,Experiment,,,Synthetic_Complete,beta-estradiol,0.0,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0|mM']",35.0,celsius,18.0,hour,aq1e6tn3ve98vw5,30000,YS-TS35C-03-05-2020-T1,Sytox-YeastGates,SytoxYG-Plate,16000,200,05-Mar-2020,1875000.0,-749582220.0347399,2733901.5218909397
