,experiment_id,well,_id,sample_id,experiment_reference,lab,replicate,replicate_group,replicate_group_string,strain,strain_name,strain_class,standard_type,control_type,media_type,inducer_type,inducer_concentration,inducer_concentration_unit,sample_contents,temperature,temperature_unit,timepoint,timepoint_unit,aliquot_id,total_counts,TX_plate_name,TX_project_name,TX_sample_name,flow_volume,flow_rate_uL/min,date_of_experiment,cells/mL,cells/mL_doubling_time,cells/mL_n0
0,r1dvbs7kdxq4md,a1,5ef26518ed7a130d9ba086bd,sample.transcriptic.aq1dvmrawcr5tg9.experiment.transcriptic.r1dvbs7kdxq4md,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,transcriptic,7,3d500e3a0450248cdbd684ec6f406dfc64a0c7aa,"UWBF_6390 | 30.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_6390,CRISPR_w303_positive_control_NOR_00_6390,Control,,HIGH_FITC,Synthetic_Complete,beta-estradiol,0.0,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0|mM']",30.0,celsius,18.0,hour,aq1dvmrawcr5tg9,4279,TimeSeries-12-12-2019-Run3P1,Sytox-YeastGates,SytoxYG-Plate,60000,200,12-Dec-2019,71316.66667,-87100835.53120442,330578.2017628627
337,r1dvbs7kdxq4md,h10,5ef264b77729660395322c37,sample.transcriptic.aq1dvn2sw5ddafb.experiment.transcriptic.r1dvbs7kdxq4md,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,transcriptic,3,59d25a8a47a7d40fcf8e718bcd89af1e5f1c5f9c,"UWBF_24961 | 30.0 | [20.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0002]} | FLOW | NO_STANDARD_TYPE",UWBF_24961,CRISPR_CEN.PK2_24961,Experiment,,,Synthetic_Complete,beta-estradiol,0.0002,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0002|mM']",30.0,celsius,20.0,hour,aq1dvn2sw5ddafb,110,TimeSeries-12-12-2019-Run3P2,Sytox-YeastGates,SytoxYG-Plate,60000,200,12-Dec-2019,1833.3333300000002,-89214301.41230814,8562.500004855441
338,r1dvbs7kdxq4md,h10,5ef264bd7729660395322c61,sample.transcriptic.aq1dvnc7pq6cy9n.experiment.transcriptic.r1dvbs7kdxq4md,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,transcriptic,3,8308ac3bdbd3dc846e732aa7ebe29a78b9cfede3,"UWBF_24961 | 30.0 | [22.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0002]} | FLOW | NO_STANDARD_TYPE",UWBF_24961,CRISPR_CEN.PK2_24961,Experiment,,,Synthetic_Complete,beta-estradiol,0.0002,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0002|mM']",30.0,celsius,22.0,hour,aq1dvnc7pq6cy9n,264,TimeSeries-12-12-2019-Run3P3,Sytox-YeastGates,SytoxYG-Plate,60000,200,12-Dec-2019,4400.0,-89214301.41230814,8562.500004855441
339,r1dvbs7kdxq4md,h10,5ef26538a5ee1ef6f4537b7c,sample.transcriptic.aq1dvnnsmst3w3z.experiment.transcriptic.r1dvbs7kdxq4md,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,transcriptic,3,2b5c5139e95448018175e5d4dadc20cf3956fe54,"UWBF_24961 | 30.0 | [24.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0002]} | FLOW | NO_STANDARD_TYPE",UWBF_24961,CRISPR_CEN.PK2_24961,Experiment,,,Synthetic_Complete,beta-estradiol,0.0002,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0002|mM']",30.0,celsius,24.0,hour,aq1dvnnsmst3w3z,1595,TimeSeries-12-12-2019-Run3P4,Sytox-YeastGates,SytoxYG-Plate,60000,200,12-Dec-2019,26583.33333,-89214301.41230814,8562.500004855441
340,r1dvbs7kdxq4md,h11,5ef263f169af12f7c2e3bf18,sample.transcriptic.aq1dvmrawe8pwtn.experiment.transcriptic.r1dvbs7kdxq4md,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,transcriptic,3,6fda403966bf4085e7190eb0af086d295104463a,"UWBF_24961 | 30.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0004]} | FLOW | NO_STANDARD_TYPE",UWBF_24961,CRISPR_CEN.PK2_24961,Experiment,,,Synthetic_Complete,beta-estradiol,0.0004,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0004|mM']",30.0,celsius,18.0,hour,aq1dvmrawe8pwtn,262,TimeSeries-12-12-2019-Run3P1,Sytox-YeastGates,SytoxYG-Plate,60000,200,12-Dec-2019,4366.6666700000005,-51303089.92935541,34087.4999040721
341,r1dvbs7kdxq4md,h11,5ef26386800a902fd198b117,sample.transcriptic.aq1dvn2sw5ehgkb.experiment.transcriptic.r1dvbs7kdxq4md,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,transcriptic,3,201a98a882438de2becdb5a1eb8199f294d5f5f2,"UWBF_24961 | 30.0 | [20.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0004]} | FLOW | NO_STANDARD_TYPE",UWBF_24961,CRISPR_CEN.PK2_24961,Experiment,,,Synthetic_Complete,beta-estradiol,0.0004,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0004|mM']",30.0,celsius,20.0,hour,aq1dvn2sw5ehgkb,265,TimeSeries-12-12-2019-Run3P2,Sytox-YeastGates,SytoxYG-Plate,60000,200,12-Dec-2019,4416.6666700000005,-51303089.92935541,34087.4999040721
342,r1dvbs7kdxq4md,h11,5ef264ba7729660395322c49,sample.transcriptic.aq1dvnc7pq7h6dm.experiment.transcriptic.r1dvbs7kdxq4md,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,transcriptic,3,fbcd0ac9eb46c0c7f34930718c2cd0ed51f60098,"UWBF_24961 | 30.0 | [22.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0004]} | FLOW | NO_STANDARD_TYPE",UWBF_24961,CRISPR_CEN.PK2_24961,Experiment,,,Synthetic_Complete,beta-estradiol,0.0004,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0004|mM']",30.0,celsius,22.0,hour,aq1dvnc7pq7h6dm,568,TimeSeries-12-12-2019-Run3P3,Sytox-YeastGates,SytoxYG-Plate,60000,200,12-Dec-2019,9466.66667,-51303089.92935541,34087.4999040721
343,r1dvbs7kdxq4md,h11,5ef264721fd442b868a380ce,sample.transcriptic.aq1dvnnsmsu847y.experiment.transcriptic.r1dvbs7kdxq4md,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,transcriptic,3,7c101815b9da8e719d5b053dfebae4767fccbca3,"UWBF_24961 | 30.0 | [24.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0004]} | FLOW | NO_STANDARD_TYPE",UWBF_24961,CRISPR_CEN.PK2_24961,Experiment,,,Synthetic_Complete,beta-estradiol,0.0004,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0004|mM']",30.0,celsius,24.0,hour,aq1dvnnsmsu847y,7086,TimeSeries-12-12-2019-Run3P4,Sytox-YeastGates,SytoxYG-Plate,60000,200,12-Dec-2019,118100.0,-51303089.92935541,34087.4999040721
344,r1dvbs7kdxq4md,h12,5ef2653ba5ee1ef6f4537b8e,sample.transcriptic.aq1dvmrawe9u4xm.experiment.transcriptic.r1dvbs7kdxq4md,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,transcriptic,3,97240a9be3643615b3f832d46b144735ac7d2812,"UWBF_24961 | 30.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_24961,CRISPR_CEN.PK2_24961,Experiment,,,Synthetic_Complete,beta-estradiol,0.0,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0|mM']",30.0,celsius,18.0,hour,aq1dvmrawe9u4xm,197,TimeSeries-12-12-2019-Run3P1,Sytox-YeastGates,SytoxYG-Plate,60000,200,12-Dec-2019,3283.33333,-62627630.57915933,21379.16654970279
345,r1dvbs7kdxq4md,h12,5ef2657f8bf46ccbe7aceb26,sample.transcriptic.aq1dvn2sw5ehgkd.experiment.transcriptic.r1dvbs7kdxq4md,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,transcriptic,3,5cfb55e6f0d5906de20dbaa1389279db98dbedf7,"UWBF_24961 | 30.0 | [20.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_24961,CRISPR_CEN.PK2_24961,Experiment,,,Synthetic_Complete,beta-estradiol,0.0,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0|mM']",30.0,celsius,20.0,hour,aq1dvn2sw5ehgkd,210,TimeSeries-12-12-2019-Run3P2,Sytox-YeastGates,SytoxYG-Plate,60000,200,12-Dec-2019,3500.0,-62627630.57915933,21379.16654970279
346,r1dvbs7kdxq4md,h12,5ef26396800a902fd198b180,sample.transcriptic.aq1dvnc7pq7h6dp.experiment.transcriptic.r1dvbs7kdxq4md,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,transcriptic,3,8c5ff6997a9e86475f398766781d7b5c080117c5,"UWBF_24961 | 30.0 | [22.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_24961,CRISPR_CEN.PK2_24961,Experiment,,,Synthetic_Complete,beta-estradiol,0.0,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0|mM']",30.0,celsius,22.0,hour,aq1dvnc7pq7h6dp,540,TimeSeries-12-12-2019-Run3P3,Sytox-YeastGates,SytoxYG-Plate,60000,200,12-Dec-2019,9000.0,-62627630.57915933,21379.16654970279
347,r1dvbs7kdxq4md,h12,5ef26512ed7a130d9ba08693,sample.transcriptic.aq1dvnnsmsu8482.experiment.transcriptic.r1dvbs7kdxq4md,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,transcriptic,3,e555f9eb7b0bc47631ccc331962c20aff4c871dd,"UWBF_24961 | 30.0 | [24.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_24961,CRISPR_CEN.PK2_24961,Experiment,,,Synthetic_Complete,beta-estradiol,0.0,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0|mM']",30.0,celsius,24.0,hour,aq1dvnnsmsu8482,4184,TimeSeries-12-12-2019-Run3P4,Sytox-YeastGates,SytoxYG-Plate,60000,200,12-Dec-2019,69733.33333,-62627630.57915933,21379.16654970279
348,r1dvbs7kdxq4md,h3,5ef264c07729660395322c76,sample.transcriptic.aq1dvmrawe465aj.experiment.transcriptic.r1dvbs7kdxq4md,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,transcriptic,3,afd9dadc1a079ac317016bdac5781f8737fd3c0c,"UWBF_24961 | 30.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [4e-06]} | FLOW | NO_STANDARD_TYPE",UWBF_24961,CRISPR_CEN.PK2_24961,Experiment,,,Synthetic_Complete,beta-estradiol,4e-06,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|4e-06|mM']",30.0,celsius,18.0,hour,aq1dvmrawe465aj,456,TimeSeries-12-12-2019-Run3P1,Sytox-YeastGates,SytoxYG-Plate,60000,200,12-Dec-2019,7600.0,-85275927.93623461,69079.16727506748
349,r1dvbs7kdxq4md,h3,5ef26386800a902fd198b11a,sample.transcriptic.aq1dvn2sw59yq37.experiment.transcriptic.r1dvbs7kdxq4md,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,transcriptic,3,bfa62afd7ba4fcaa4a3186d133496a6cfbccedfd,"UWBF_24961 | 30.0 | [20.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [4e-06]} | FLOW | NO_STANDARD_TYPE",UWBF_24961,CRISPR_CEN.PK2_24961,Experiment,,,Synthetic_Complete,beta-estradiol,4e-06,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|4e-06|mM']",30.0,celsius,20.0,hour,aq1dvn2sw59yq37,205,TimeSeries-12-12-2019-Run3P2,Sytox-YeastGates,SytoxYG-Plate,60000,200,12-Dec-2019,3416.6666700000005,-85275927.93623461,69079.16727506748
350,r1dvbs7kdxq4md,h3,5ef264c07729660395322c70,sample.transcriptic.aq1dvnc7pq2ycvg.experiment.transcriptic.r1dvbs7kdxq4md,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,transcriptic,3,5d932036ee84f82471116ab7901103df957b4324,"UWBF_24961 | 30.0 | [22.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [4e-06]} | FLOW | NO_STANDARD_TYPE",UWBF_24961,CRISPR_CEN.PK2_24961,Experiment,,,Synthetic_Complete,beta-estradiol,4e-06,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|4e-06|mM']",30.0,celsius,22.0,hour,aq1dvnc7pq2ycvg,1846,TimeSeries-12-12-2019-Run3P3,Sytox-YeastGates,SytoxYG-Plate,60000,200,12-Dec-2019,30766.66667,-85275927.93623461,69079.16727506748
351,r1dvbs7kdxq4md,h3,5ef263eb69af12f7c2e3bef1,sample.transcriptic.aq1dvnnsmsppapu.experiment.transcriptic.r1dvbs7kdxq4md,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,transcriptic,3,0104f4cf03a04253239c9da0b3f139f3ddcaecd7,"UWBF_24961 | 30.0 | [24.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [4e-06]} | FLOW | NO_STANDARD_TYPE",UWBF_24961,CRISPR_CEN.PK2_24961,Experiment,,,Synthetic_Complete,beta-estradiol,4e-06,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|4e-06|mM']",30.0,celsius,24.0,hour,aq1dvnnsmsppapu,14072,TimeSeries-12-12-2019-Run3P4,Sytox-YeastGates,SytoxYG-Plate,60000,200,12-Dec-2019,234533.33333000002,-85275927.93623461,69079.16727506748
352,r1dvbs7kdxq4md,h4,5ef26391800a902fd198b15f,sample.transcriptic.aq1dvmrawe5abeh.experiment.transcriptic.r1dvbs7kdxq4md,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,transcriptic,3,438abb86ae7a2c0570ea9fda65826ed3d8989677,"UWBF_24961 | 30.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [1e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_24961,CRISPR_CEN.PK2_24961,Experiment,,,Synthetic_Complete,beta-estradiol,1e-05,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|1e-05|mM']",30.0,celsius,18.0,hour,aq1dvmrawe5abeh,288,TimeSeries-12-12-2019-Run3P1,Sytox-YeastGates,SytoxYG-Plate,60000,200,12-Dec-2019,4800.0,-72097184.27706644,35925.00002694657
353,r1dvbs7kdxq4md,h4,5ef26327841e1fe9d037586c,sample.transcriptic.aq1dvn2sw59yq39.experiment.transcriptic.r1dvbs7kdxq4md,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,transcriptic,3,9ad380151ed53bac40fbd1081c62577e6c4460cb,"UWBF_24961 | 30.0 | [20.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [1e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_24961,CRISPR_CEN.PK2_24961,Experiment,,,Synthetic_Complete,beta-estradiol,1e-05,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|1e-05|mM']",30.0,celsius,20.0,hour,aq1dvn2sw59yq39,317,TimeSeries-12-12-2019-Run3P2,Sytox-YeastGates,SytoxYG-Plate,60000,200,12-Dec-2019,5283.3333299999995,-72097184.27706644,35925.00002694657
354,r1dvbs7kdxq4md,h4,5ef2650ded7a130d9ba08675,sample.transcriptic.aq1dvnc7pq2ycvj.experiment.transcriptic.r1dvbs7kdxq4md,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,transcriptic,3,9358bd8fba472b7420684d98979bda00e1077c2e,"UWBF_24961 | 30.0 | [22.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [1e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_24961,CRISPR_CEN.PK2_24961,Experiment,,,Synthetic_Complete,beta-estradiol,1e-05,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|1e-05|mM']",30.0,celsius,22.0,hour,aq1dvnc7pq2ycvj,806,TimeSeries-12-12-2019-Run3P3,Sytox-YeastGates,SytoxYG-Plate,60000,200,12-Dec-2019,13433.333330000001,-72097184.27706644,35925.00002694657
355,r1dvbs7kdxq4md,h4,5ef263d76cf90237bf23b87a,sample.transcriptic.aq1dvnnsmsppapw.experiment.transcriptic.r1dvbs7kdxq4md,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,transcriptic,3,768948299a88f355bcdad61d63dc11e14b35ed00,"UWBF_24961 | 30.0 | [24.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [1e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_24961,CRISPR_CEN.PK2_24961,Experiment,,,Synthetic_Complete,beta-estradiol,1e-05,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|1e-05|mM']",30.0,celsius,24.0,hour,aq1dvnnsmsppapw,7211,TimeSeries-12-12-2019-Run3P4,Sytox-YeastGates,SytoxYG-Plate,60000,200,12-Dec-2019,120183.33333,-72097184.27706644,35925.00002694657
356,r1dvbs7kdxq4md,h5,5ef264c57729660395322c94,sample.transcriptic.aq1dvmrawe5abek.experiment.transcriptic.r1dvbs7kdxq4md,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,transcriptic,3,e109e0b3817667b43b270670f418ab53f6566f40,"UWBF_24961 | 30.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [2.5e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_24961,CRISPR_CEN.PK2_24961,Experiment,,,Synthetic_Complete,beta-estradiol,2.5e-05,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|2.5e-05|mM']",30.0,celsius,18.0,hour,aq1dvmrawe5abek,353,TimeSeries-12-12-2019-Run3P1,Sytox-YeastGates,SytoxYG-Plate,60000,200,12-Dec-2019,5883.3333299999995,-91394395.42579179,63187.49995208676
357,r1dvbs7kdxq4md,h5,5ef263e469af12f7c2e3bec7,sample.transcriptic.aq1dvn2sw5b4w78.experiment.transcriptic.r1dvbs7kdxq4md,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,transcriptic,3,667b8fd294d429a8e47a83be24e548399c632580,"UWBF_24961 | 30.0 | [20.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [2.5e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_24961,CRISPR_CEN.PK2_24961,Experiment,,,Synthetic_Complete,beta-estradiol,2.5e-05,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|2.5e-05|mM']",30.0,celsius,20.0,hour,aq1dvn2sw5b4w78,477,TimeSeries-12-12-2019-Run3P2,Sytox-YeastGates,SytoxYG-Plate,60000,200,12-Dec-2019,7950.0,-91394395.42579179,63187.49995208676
358,r1dvbs7kdxq4md,h5,5ef2647a1fd442b868a38104,sample.transcriptic.aq1dvnc7pq44jzh.experiment.transcriptic.r1dvbs7kdxq4md,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,transcriptic,3,ca1805b74f0023a237e772b0d5c6bc5b6763f6ec,"UWBF_24961 | 30.0 | [22.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [2.5e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_24961,CRISPR_CEN.PK2_24961,Experiment,,,Synthetic_Complete,beta-estradiol,2.5e-05,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|2.5e-05|mM']",30.0,celsius,22.0,hour,aq1dvnc7pq44jzh,875,TimeSeries-12-12-2019-Run3P3,Sytox-YeastGates,SytoxYG-Plate,60000,200,12-Dec-2019,14583.333330000001,-91394395.42579179,63187.49995208676
359,r1dvbs7kdxq4md,h5,5ef26502ed7a130d9ba08630,sample.transcriptic.aq1dvnnsmsqtgtv.experiment.transcriptic.r1dvbs7kdxq4md,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,transcriptic,3,683c2c56e9869ee5d14a74bf5da502c3c1ee0687,"UWBF_24961 | 30.0 | [24.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [2.5e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_24961,CRISPR_CEN.PK2_24961,Experiment,,,Synthetic_Complete,beta-estradiol,2.5e-05,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|2.5e-05|mM']",30.0,celsius,24.0,hour,aq1dvnnsmsqtgtv,13460,TimeSeries-12-12-2019-Run3P4,Sytox-YeastGates,SytoxYG-Plate,60000,200,12-Dec-2019,224333.33333000002,-91394395.42579179,63187.49995208676
360,r1dvbs7kdxq4md,h6,5ef264791fd442b868a380fb,sample.transcriptic.aq1dvmrawe6ehjh.experiment.transcriptic.r1dvbs7kdxq4md,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,transcriptic,3,d603ec722b0ea615544d65775b60e4edbba23740,"UWBF_24961 | 30.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [4e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_24961,CRISPR_CEN.PK2_24961,Experiment,,,Synthetic_Complete,beta-estradiol,4e-05,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|4e-05|mM']",30.0,celsius,18.0,hour,aq1dvmrawe6ehjh,1786,TimeSeries-12-12-2019-Run3P1,Sytox-YeastGates,SytoxYG-Plate,60000,200,12-Dec-2019,29766.66667,-41840884.58702535,240683.33336579203
361,r1dvbs7kdxq4md,h6,5ef265758bf46ccbe7aceae7,sample.transcriptic.aq1dvn2sw5b4w7a.experiment.transcriptic.r1dvbs7kdxq4md,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,transcriptic,3,5cdf2976ffb0684742d6a6dad2074357ebeafce1,"UWBF_24961 | 30.0 | [20.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [4e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_24961,CRISPR_CEN.PK2_24961,Experiment,,,Synthetic_Complete,beta-estradiol,4e-05,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|4e-05|mM']",30.0,celsius,20.0,hour,aq1dvn2sw5b4w7a,2179,TimeSeries-12-12-2019-Run3P2,Sytox-YeastGates,SytoxYG-Plate,60000,200,12-Dec-2019,36316.66667,-41840884.58702535,240683.33336579203
362,r1dvbs7kdxq4md,h6,5ef2653ca5ee1ef6f4537b91,sample.transcriptic.aq1dvnc7pq44jzk.experiment.transcriptic.r1dvbs7kdxq4md,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,transcriptic,3,c139d13ab6bb48e54a14dc407b3a00ac09133ea7,"UWBF_24961 | 30.0 | [22.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [4e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_24961,CRISPR_CEN.PK2_24961,Experiment,,,Synthetic_Complete,beta-estradiol,4e-05,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|4e-05|mM']",30.0,celsius,22.0,hour,aq1dvnc7pq44jzk,8799,TimeSeries-12-12-2019-Run3P3,Sytox-YeastGates,SytoxYG-Plate,60000,200,12-Dec-2019,146650.0,-41840884.58702535,240683.33336579203
363,r1dvbs7kdxq4md,h6,5ef2653ba5ee1ef6f4537b8b,sample.transcriptic.aq1dvnnsmsqtgtx.experiment.transcriptic.r1dvbs7kdxq4md,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,transcriptic,3,0b7ce8574092796990de34c597a01d3240e369b1,"UWBF_24961 | 30.0 | [24.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [4e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_24961,CRISPR_CEN.PK2_24961,Experiment,,,Synthetic_Complete,beta-estradiol,4e-05,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|4e-05|mM']",30.0,celsius,24.0,hour,aq1dvnnsmsqtgtx,30000,TimeSeries-12-12-2019-Run3P4,Sytox-YeastGates,SytoxYG-Plate,40000,200,12-Dec-2019,750000.0,-41840884.58702535,240683.33336579203
364,r1dvbs7kdxq4md,h7,5ef263d86cf90237bf23b883,sample.transcriptic.aq1dvmrawe6ehjk.experiment.transcriptic.r1dvbs7kdxq4md,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,transcriptic,3,4acb1be3cc578624f14ea4333803e0a0c50fbacd,"UWBF_24961 | 30.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [6e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_24961,CRISPR_CEN.PK2_24961,Experiment,,,Synthetic_Complete,beta-estradiol,5.9999999999999995e-05,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|6e-05|mM']",30.0,celsius,18.0,hour,aq1dvmrawe6ehjk,505,TimeSeries-12-12-2019-Run3P1,Sytox-YeastGates,SytoxYG-Plate,60000,200,12-Dec-2019,8416.66667,-32542430.31006516,107487.50039440634
365,r1dvbs7kdxq4md,h7,5ef2635c9c348cde99e47ea1,sample.transcriptic.aq1dvn2sw5c94b9.experiment.transcriptic.r1dvbs7kdxq4md,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,transcriptic,3,2894ff31092cc9114121cf10680f58ed78ddc9b8,"UWBF_24961 | 30.0 | [20.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [6e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_24961,CRISPR_CEN.PK2_24961,Experiment,,,Synthetic_Complete,beta-estradiol,5.9999999999999995e-05,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|6e-05|mM']",30.0,celsius,20.0,hour,aq1dvn2sw5c94b9,552,TimeSeries-12-12-2019-Run3P2,Sytox-YeastGates,SytoxYG-Plate,60000,200,12-Dec-2019,9200.0,-32542430.31006516,107487.50039440634
366,r1dvbs7kdxq4md,h7,5ef2647b1fd442b868a38107,sample.transcriptic.aq1dvnc7pq58s5j.experiment.transcriptic.r1dvbs7kdxq4md,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,transcriptic,3,3bc4716c3d90bf7915fcff433bb8406fb2bebebb,"UWBF_24961 | 30.0 | [22.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [6e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_24961,CRISPR_CEN.PK2_24961,Experiment,,,Synthetic_Complete,beta-estradiol,5.9999999999999995e-05,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|6e-05|mM']",30.0,celsius,22.0,hour,aq1dvnc7pq58s5j,1531,TimeSeries-12-12-2019-Run3P3,Sytox-YeastGates,SytoxYG-Plate,60000,200,12-Dec-2019,25516.66667,-32542430.31006516,107487.50039440634
